Household_ID;era;n_days;Weather_ID;hdd_raw_day;hdd_p6_day;hdd_normal_day;def_p6;def_normal;env_p6;env_normal;bin;raw_over_normal;p6_over_normal;def_ratio;rank_p6;rank_normal
512280;post2010;1427;wDD;3.974448549201223;3.6902957745600955;4.052917477628678;-122.57445969880064;-134.61906588866313;-122.57445969880052;-134.61906588866313;1095+;0.9806389029975102;0.9105282293384496;1.0982635878588363;14.0;15.0
7710511;pre1975;1237;z6I;3.9634322519419354;3.6800670862970617;3.628140633646451;4209.28919034353;4149.89531226751;3742.31251258947;3689.5077650313765;1095+;1.0924141735813864;1.0143121388870813;0.985889808138563;10.0;14.0
823761;1991_2000;1546;Hg;3.976523539006693;3.692222413190987;3.7172538605042673;886.2994071437988;892.3080800868072;886.2994071437984;892.3080800868072;1095+;1.0697476385073292;0.9932661453178544;1.006779506896402;16.0;17.0
1101758;1976_1990;1518;Hg;3.897645734280422;3.6189839686911998;3.7172538605042673;828.5265452624253;851.0243553305471;828.526545262425;851.0243553305471;1095+;1.048528263214093;0.973563846995444;1.0271540003114756;60.0;61.0
1061168;post2010;962;HbsbG;3.67569336225858;3.3054796423188666;3.836171410969115;-63.04656117427476;-73.16862958109166;-63.046561174274835;-73.16862958109166;730-1095;0.9581671329253783;0.8616610907602322;1.1605490960694471;2.0;3.0
808112;1976_1990;1451;z6I;3.572368836085059;3.316962707599869;3.628140633646451;2220.9115000752845;2339.073498178174;1259.5332392057196;1377.6952373086085;1095+;0.9846279945589268;0.9142321212246303;1.0532042803591606;13.0;13.0
1019970;post2010;1361;Hg;3.7735851675558254;3.5037930989376282;3.7172538605042673;-69.30204354146599;-73.52411561443468;-69.30204354146579;-73.52411561443468;1095+;1.0151540113119732;0.9425756836694275;1.060922764426744;4.0;4.0
1148611;1991_2000;1358;Hg;3.4680180839256365;3.220072501323711;3.7172538605042673;2296.806041232276;2428.7782634541754;854.7386499279279;986.7108721498275;1095+;0.9329516395889033;0.8662503617352862;1.0574590191129478;6.0;6.0
7048688;1976_1990;981;Hg;4.43922752589047;3.9921110844338754;3.7172538605042673;834.4063934135479;776.9574346866673;834.4063934135479;776.9574346866673;730-1095;1.1942223190773047;1.0739409344220365;0.9311499058727756;59.0;62.0
109104;pre1975;1173;Hg;4.030666308363295;3.7424942510337003;3.7172538605042673;4553.042679683557;4528.819526219395;3132.605304975238;3111.4781699768855;1095+;1.0843128986128785;1.006790063707408;0.994679787744523;7.0;10.0
468646;1976_1990;666;z6I;3.180803031292162;3.327199823527366;3.628140633646451;1322.7737093052797;1442.4168364982029;1322.7737093052792;1442.4168364982029;548-730;0.8767033454530967;0.9170537086329464;1.090448673383265;44.0;44.0
1114639;1976_1990;646;z6I;3.2776545183290704;3.428508910386057;3.628140633646451;1346.068376615337;1424.445874435456;1346.0683766153372;1424.445874435456;548-730;0.9033978694025635;0.9449768508395016;1.0582269810224632;40.0;46.0
