Household_ID;era;visit_status;technician_recoverable_envelope_kwh;not_recoverable_by_visit_kwh;slope_excess_pct;max_filter_prob;named_fault;has_named_fault;fault_axis_available;advisory_night_setback_prob;in_training_set;rank_in_era;beta_meas;beta_phys;n_days
109711;1991_2000;SLOPE_EXCESS;747.0;1300.0;47.55720586615751;;;False;False;;;13.0;1.9057432516806212;1.2915284214647131;712
7610179;1991_2000;SLOPE_EXCESS;974.0;3221.0;21.131702194628094;;;False;False;;;10.0;3.0275910099243566;2.4994208411764753;1135
6569121;2001_2010;SLOPE_EXCESS;1052.0;1950.0;42.88671498364473;;;False;False;;;19.0;1.952313119348777;1.366336345245424;719
5011111;pre1975;NO_SLOPE_EXCESS;-3048.0;7850.0;-26.98715343518836;;;False;False;;;;4.356642254341802;5.966953021718612;1150
5661171;2001_2010;SLOPE_EXCESS;2803.0;718.0;88.79705502883618;;;False;False;;;4.0;4.262729788529523;2.2578370133360655;561
110119;2001_2010;SLOPE_EXCESS;817.0;1255.0;57.6063264052784;;;False;False;;;28.0;1.8597716580646506;1.1800107904820532;719
102766;2001_2010;SLOPE_EXCESS;4493.0;1678.0;137.91405718334028;;;False;False;;;1.0;4.317873450214468;1.8148879058823528;719
105900;2001_2010;SLOPE_EXCESS;1514.0;3012.0;47.82850645777859;;;False;False;;;14.0;2.8762439160322226;1.9456625687101214;537
826780;pre1975;NO_SLOPE_EXCESS;-1016.0;2355.0;-28.90144897629817;0.7415755942833108;heating curve too high;True;True;0.5417239393363067;False;;1.8707107157883314;2.6311516744760386;842
698310;pre1975;NO_SLOPE_EXCESS;-848.0;2608.0;-20.718076582899332;;;False;False;;;;3.114241479345892;3.9280599474888214;503
24611;pre1975;SLOPE_EXCESS;590.0;3071.0;13.303228511019038;;;False;False;;;8.0;4.103971460550727;3.622113433556401;707
6683113;pre1975;NO_SLOPE_EXCESS;-326.0;2145.0;-10.543776310085125;;;False;False;;;;3.2402058954246704;3.622113433556401;322
896968;1976_1990;SLOPE_EXCESS;184.0;1038.0;8.062699900325452;;;False;False;;;44.0;2.7540049375288493;2.5485250137828133;344
9981041;2001_2010;SLOPE_EXCESS;906.0;575.0;28.01847741991672;;;False;False;;;25.0;3.1640405983515003;2.4715499372587044;1168
111710;1991_2000;SLOPE_EXCESS;1132.0;1813.0;22.536379864681624;;;False;False;;;9.0;3.3345733713457926;2.7212925459591686;1134
1027273;2001_2010;SLOPE_EXCESS;1091.0;2480.0;38.26221341010537;;;False;False;;;18.0;2.296051557238007;1.660650079734795;682
6981151;pre1975;SLOPE_EXCESS;5660.0;2722.0;125.39986408631565;0.9813222536977672;heating limit too high;True;True;0.44758715737412846;False;1.0;8.97188170854422;3.980429067653957;1059
876511;1991_2000;SLOPE_EXCESS;1310.0;5346.0;27.56221671320362;;;False;False;;;8.0;5.5810084503079755;4.37512658066744;412
7412010;2001_2010;NO_SLOPE_EXCESS;-88.0;698.0;-2.4423062586606887;;;False;False;;;;2.0002910137367076;2.0503672616946047;783
6810910;1976_1990;SLOPE_EXCESS;1733.0;2143.0;39.11872459530271;;;False;False;;;14.0;3.1360393368134742;2.254218004036648;1238
9889190;pre1975;NO_SLOPE_EXCESS;-2887.0;3870.0;-50.884079235916204;0.7745143745529396;heating curve too high;True;True;0.47646089281092874;True;;1.9265233782970062;3.9224010225738937;1158
6808461;post2010;SLOPE_EXCESS;420.0;-84.0;28.498028089392374;0.5644119684815473;heating curve too high;True;True;0.6375999715999008;True;10.0;1.3818111254733745;1.0753558992454642;1177
6773102;pre1975;NO_SLOPE_EXCESS;-520.0;2647.0;-13.008874736329549;;;False;False;;;;2.846636177628166;3.2723294117647064;1438
4710670;pre1975;NO_SLOPE_EXCESS;-718.0;5230.0;-9.316346251348337;;;False;False;;;;5.040642375486787;5.558490606761347;1154
716869;1976_1990;NO_SLOPE_EXCESS;-91.0;1514.0;-2.8680599835341267;0.5496648847966634;heating curve too high;True;True;0.5961475672443519;False;;2.257095368214152;2.3237416732657947;1166
115508;pre1975;SLOPE_EXCESS;481.0;2620.0;12.110768268154343;;;False;False;;;10.0;3.22612005066745;2.877618359505834;1217
781099;1976_1990;SLOPE_EXCESS;1312.0;1520.0;48.731291503649935;0.623753608307497;heating curve too high;True;True;0.7127188145125272;True;19.0;2.9665059415654813;1.9945405647826853;1454
105768;pre1975;NO_SLOPE_EXCESS;-2196.0;4009.0;-36.08649388309893;;;False;False;;;;3.0049464272690924;4.701582826285405;1158
8010411;post2010;SLOPE_EXCESS;2714.0;-156.0;94.18144711886464;0.3336393304000582;;False;True;0.3053960016552684;True;3.0;4.4233245780103445;2.277933676795954;1126
7086681;2001_2010;SLOPE_EXCESS;2032.0;382.0;105.88025784317016;;;False;False;;;6.0;3.159331194915877;1.534547910525013;1396
868122;1976_1990;NO_SLOPE_EXCESS;-614.0;2958.0;-11.30461161048559;0.41126199946047914;;False;True;0.2978462007429496;True;;3.495662994920401;3.9412003920303698;1537
881223;1976_1990;SLOPE_EXCESS;5435.0;3340.0;122.3888353904074;0.2040180924242377;;False;True;0.2966646497586934;False;1.0;7.001807185134276;3.1484526517900435;1206
118708;1991_2000;SLOPE_EXCESS;1612.0;458.0;104.84225713395197;;;False;False;;;7.0;2.5169233091229772;1.2287129346934953;1395
1037610;post2010;SLOPE_EXCESS;12.0;-88.0;0.7387229842090168;0.5677619999350816;heating curve too high;True;True;0.5347574126837906;True;14.0;1.1502047461833402;1.1417702270889785;1240
6885841;post2010;SLOPE_EXCESS;615.0;-94.0;42.245507184699214;0.6803969555668566;heating curve too high;True;True;0.31835713136479143;False;7.0;1.7292352457853342;1.2156694998739062;1288
2794690;1976_1990;SLOPE_EXCESS;1063.0;1186.0;41.1267702268989;0.08382007709569839;;False;True;0.21551546948675723;False;26.0;2.5964970534849403;1.8398331155105294;1214
111119;1976_1990;NO_SLOPE_EXCESS;-732.0;1704.0;-22.592444798124408;0.8738142096829609;heating limit too high;True;True;0.3443611450827594;True;;1.8526319921375616;2.3933477647058825;1550
105807;1976_1990;SLOPE_EXCESS;3516.0;1590.0;112.5870306271033;;;False;False;;;3.0;4.7951114492611415;2.255599240986717;1243
7374981;post2010;SLOPE_EXCESS;3752.0;-140.0;153.62026004290982;0.5145997142692937;heating curve too high;True;True;0.5459625060700516;True;2.0;3.224658419462149;1.2714514285714285;1159
861116;1976_1990;SLOPE_EXCESS;623.0;1328.0;20.95004428940578;0.6078028035965044;heating curve too high;True;True;0.8106262116806009;False;34.0;2.8716374676403893;2.3742343250153906;1365
108511;2001_2010;SLOPE_EXCESS;2149.0;468.0;90.50293006753408;0.837132924799981;heating curve too high;True;True;0.7599933743312535;True;5.0;3.6059990210433734;1.8928837576225372;804
86109;1976_1990;NO_SLOPE_EXCESS;-148.0;1425.0;-4.823027245190524;;;False;False;;;;2.067195060522373;2.171948740004355;1434
1037311;1976_1990;NO_SLOPE_EXCESS;-969.0;947.0;-41.284194226908525;0.6627218869365211;heating curve too high;True;True;0.7970942245574162;True;;0.9977912332254102;1.6993571323561434;1163
116121;pre1975;NO_SLOPE_EXCESS;-4161.0;10242.0;-32.17872466766762;0.7531833303219383;heating limit too high;True;True;0.34475078916644053;False;;5.835669533780084;8.604482155761012;1241
120741;1976_1990;SLOPE_EXCESS;3468.0;1634.0;107.18844760863239;0.9136936839138148;heating limit too high;True;True;0.27284123131518745;True;4.0;4.755079004918179;2.295050259703795;1208
114721;1976_1990;SLOPE_EXCESS;3099.0;1565.0;104.9377220191564;0.2294394067037899;;False;True;0.2757396327755178;True;6.0;4.562205490871196;2.226142384096934;1520
815461;1976_1990;SLOPE_EXCESS;799.0;1385.0;25.327534596772303;;;False;False;;;30.0;2.892693741489642;2.308107113729293;1142
1678757;1976_1990;NO_SLOPE_EXCESS;-1013.0;1436.0;-31.44416510414924;;;False;False;;;;1.6631097099054228;2.42592;1437
971071;1976_1990;SLOPE_EXCESS;588.0;1686.0;15.210036323231462;0.6457137188036847;heating curve too high;True;True;0.2309350412087701;True;36.0;3.3051012952053225;2.8687616119940995;1566
121728;post2010;NO_SLOPE_EXCESS;-917.0;-136.0;-32.24409549543655;0.8486452825672846;heating curve too high;True;True;0.8135699072801494;True;;1.4068358876024407;2.0763295802621724;1561
114798;pre1975;NO_SLOPE_EXCESS;-2651.0;4199.0;-42.7416085040288;0.5671814233871854;heating limit too high;True;True;0.6314709137390819;True;;2.816265293952959;4.918519749460856;1075
1081057;post2010;NO_SLOPE_EXCESS;-91.0;-94.0;-5.851243966847356;0.7070384131533035;heating curve too high;True;True;0.5854476026864616;True;;1.041691920253827;1.106431953160396;1199
9776611;post2010;SLOPE_EXCESS;722.0;-94.0;44.62698625104451;0.4662131054527138;;False;True;0.37675201389584595;False;6.0;1.6800043498874966;1.1616119463150076;1246
7411010;post2010;SLOPE_EXCESS;1187.0;-131.0;52.748263351939755;;;False;False;;;5.0;2.5695073575145453;1.6821843346226921;1553
512280;post2010;SLOPE_EXCESS;149.0;-123.0;6.998408927977908;0.04232271450930043;;False;True;0.13151438509051153;True;12.0;1.6902232073893653;1.5796713468207528;1427
7710511;pre1975;SLOPE_EXCESS;3262.0;4209.0;53.683106463946956;0.33196221417944527;;False;True;0.1710990024436786;False;2.0;6.953136680419124;4.52433376732288;1237
823761;1991_2000;NO_SLOPE_EXCESS;-180.0;886.0;-5.771731621839556;0.7264230615468895;heating limit too high;True;True;0.3919784136655273;True;;2.185518334048883;2.3193871347373998;1546
1101758;1976_1990;SLOPE_EXCESS;96.0;829.0;4.453211459599232;0.8852238388367194;heating curve too high;True;True;0.7087932420023698;True;45.0;1.7027700047367773;1.630174870588235;1518
1061168;post2010;NO_SLOPE_EXCESS;-684.0;-63.0;-64.88247861719158;;;False;False;;;;0.306678977579942;0.8732933461815302;962
808112;1976_1990;SLOPE_EXCESS;298.0;2221.0;12.10187562669043;0.49394969780427483;;False;True;0.5118034907299288;True;40.0;2.2821188854244148;2.0357544177263196;1451
1019970;post2010;NO_SLOPE_EXCESS;-3.0;-69.0;-0.28620764997334475;0.7722509845167567;heating curve too high;True;True;0.8457833959090388;True;;0.914224303468144;0.9168483937095986;1361
1148611;1991_2000;SLOPE_EXCESS;2624.0;2297.0;107.08155699216357;0.6848585440843187;heating curve too high;True;True;0.9761462467340152;True;4.0;4.316950286623873;2.084661883620682;1358
7048688;1976_1990;SLOPE_EXCESS;479.0;834.0;23.862586074872524;;;False;False;;;39.0;1.705947189878036;1.377290143810516;981
109104;pre1975;NO_SLOPE_EXCESS;-1153.0;4553.0;-21.2343035565892;;;False;False;;;;3.129788704905976;3.9735428571428577;1173
468646;1976_1990;SLOPE_EXCESS;1207.0;1323.0;46.38427447730457;0.6378628803860729;heating limit too high;True;True;0.5130757828815221;True;23.0;3.1367846071480403;2.142842609527957;666
1114639;1976_1990;SLOPE_EXCESS;1275.0;1346.0;47.20998632212817;;;False;False;;;20.0;3.1765287090490313;2.157821482367426;646
671781;pre1975;NO_SLOPE_EXCESS;-1774.0;4112.0;-47.086218443830546;;;False;False;;;;1.551991784674255;2.933057776312533;464
768113;1976_1990;SLOPE_EXCESS;206.0;1924.0;6.058945593289624;;;False;False;;;43.0;2.5715782941850613;2.4246689233046324;908
122850;2001_2010;SLOPE_EXCESS;1176.0;861.0;60.747297076995494;0.5179097926739913;heating limit too high;True;True;0.8383006363208328;True;17.0;2.4328628567868837;1.513470460173013;913
461104;1991_2000;SLOPE_EXCESS;69.0;1038.0;2.258192854062472;;;False;False;;;16.0;2.1688213594369223;2.1209267432802674;767
112810;1991_2000;SLOPE_EXCESS;667.0;870.0;27.170339887089728;0.34550412946176434;;False;True;0.23300929903908663;True;14.0;2.4996116975892675;1.9655618596353432;851
610891;2001_2010;SLOPE_EXCESS;892.0;2412.0;36.13443253282687;0.7284800020945069;heating curve too high;True;True;0.20645199910792;True;27.0;2.7665692646526185;2.0322332955591524;824
858577;1976_1990;SLOPE_EXCESS;1108.0;1772.0;38.569938778771544;0.14033203188029023;;False;True;0.5318811985330109;True;25.0;3.0953792325638516;2.233802843418773;1127
8399121;2001_2010;SLOPE_EXCESS;667.0;2336.0;32.41819775285803;0.4136449533866661;;False;True;0.7112590754988476;True;29.0;1.9209335115252792;1.4506567406320248;478
108987;2001_2010;SLOPE_EXCESS;1735.0;2004.0;63.219621176600505;0.7866072853651157;heating curve too high;True;True;0.4222395757507394;True;8.0;2.621460076198335;1.6060937142857141;512
788488;2001_2010;SLOPE_EXCESS;1044.0;882.0;23.97862412030975;0.159567948589063;;False;True;0.5021487398051493;False;20.0;2.71547969981667;2.190280557704487;599
865116;1976_1990;SLOPE_EXCESS;494.0;2697.0;14.159532322298608;0.2982291237383459;;False;True;0.41664031366307647;True;38.0;3.0559267356328403;2.676891428571428;726
991118;1976_1990;SLOPE_EXCESS;5004.0;2581.0;151.06449263292185;0.22336716252076244;;False;True;0.742069006691939;False;2.0;6.15761941608729;2.4526046481173527;1569
816910;1991_2000;SLOPE_EXCESS;3896.0;2622.0;114.74067823205255;0.03525167878733932;;False;True;0.9992919512873046;True;2.0;4.0460909835907755;1.884175376971893;476
1001228;2001_2010;SLOPE_EXCESS;893.0;211.0;85.29993138289686;0.061308643818883964;;False;True;0.1356150584180846;True;26.0;2.7317087963230007;1.4742092864990326;295
107461;1976_1990;SLOPE_EXCESS;1242.0;645.0;80.3575464724164;0.3635638284042112;;False;True;0.4498772607737969;True;21.0;2.713013040953413;1.5042414880978305;577
106100;1976_1990;NO_SLOPE_EXCESS;-352.0;1107.0;-15.2290415696316;0.6551954975221852;heating curve too high;True;True;0.26558256886558673;True;;1.784459819813074;2.1050367400043553;742
5845834;2001_2010;SLOPE_EXCESS;445.0;322.0;27.681354155831627;0.6530989720002209;heating curve too high;True;True;0.7839593328941032;True;32.0;1.6320578722361818;1.2782272580257095;557
1111201;pre1975;SLOPE_EXCESS;2767.0;6290.0;43.33259077350647;;;False;False;;;4.0;6.8756813944402815;4.797011871016274;866
8612210;1976_1990;SLOPE_EXCESS;1619.0;1671.0;41.79583865477838;0.11850359719110021;;False;True;0.980745047680785;True;15.0;3.91597874202389;2.761702162189599;582
7211010;pre1975;NO_SLOPE_EXCESS;-1393.0;3168.0;-30.320721818307835;0.6608865674687805;heating curve too high;True;True;0.6134239581427445;True;;2.2710320470661562;3.2592645996480156;579
1211151;pre1975;NO_SLOPE_EXCESS;-1626.0;3696.0;-28.96118645951056;0.3917557828149658;;False;True;0.6425709199084593;True;;2.8958582483119013;4.076445120611948;910
7771161;pre1975;SLOPE_EXCESS;1862.0;4472.0;28.607807306751155;0.9989101987879225;heating limit too high;True;True;0.019067601331415582;True;5.0;6.654977011756275;5.174629092216027;887
5769106;post2010;SLOPE_EXCESS;606.0;-84.0;41.269978271320305;0.7548932448459945;heating curve too high;True;True;0.8450460684080214;True;8.0;1.4792063644838518;1.0470776470588234;582
901187;pre1975;NO_SLOPE_EXCESS;-863.0;4376.0;-14.630222274676203;;;False;False;;;;4.173819998073769;4.889107257023655;1448
7411491;1991_2000;SLOPE_EXCESS;57.0;925.0;2.2009912667639244;0.31305642549228313;;False;True;0.28183317566819244;True;17.0;2.065031064759701;2.0205587432802674;1132
1071058;post2010;SLOPE_EXCESS;1196.0;-103.0;65.54513303515299;0.5390201447727103;heating limit too high;True;True;0.173166192100702;True;4.0;2.605636652538196;1.5739735773354915;1059
1091217;2001_2010;SLOPE_EXCESS;1032.0;266.0;80.34601366329866;0.24257658109405822;;False;True;0.20301061343689877;False;22.0;2.0292861086094702;1.1252181666727021;1038
7069411;1991_2000;SLOPE_EXCESS;1875.0;889.0;75.3330934779187;0.1626966894307771;;False;True;0.9155521283329913;True;6.0;3.700996699191059;2.110837506929152;997
679810;1976_1990;SLOPE_EXCESS;1129.0;1440.0;33.95872312735202;0.5158665541383998;heating curve too high;True;True;0.7267399223932185;True;24.0;3.396018164110074;2.535122823529412;1147
721074;post2010;SLOPE_EXCESS;29.0;-67.0;2.6130781980318987;;;False;False;;;13.0;0.9283127397678369;0.9046729287043664;1101
712718;1976_1990;NO_SLOPE_EXCESS;-90.0;1620.0;-2.8638840411461812;0.9404805998925614;heating limit too high;True;True;0.4742523904891015;True;;2.3634816858265686;2.433164701404906;1122
7211189;pre1975;NO_SLOPE_EXCESS;-534.0;2355.0;-13.069262170424855;;;False;False;;;;2.7845640832387097;3.203198491996877;1132
811080;1976_1990;SLOPE_EXCESS;2641.0;1466.0;90.01310504420941;0.18569577248683397;;False;True;0.3401354132085584;True;9.0;4.887687855807849;2.5722898716226203;1039
5831058;pre1975;SLOPE_EXCESS;212.0;3227.0;4.5462269980958485;;;False;False;;;13.0;3.7749910088679304;3.610834285714286;1118
760117;1976_1990;SLOPE_EXCESS;1007.0;1109.0;41.35939593336101;;;False;False;;;27.0;2.8120700770726534;1.9893053861084031;1103
468980;pre1975;NO_SLOPE_EXCESS;-1807.0;3858.0;-32.86223638717033;0.6058112164167674;heating curve too high;True;True;0.2464978269009456;True;;2.6415269358710707;3.934487527919814;1219
103721;2001_2010;SLOPE_EXCESS;1011.0;264.0;77.3243243279303;0.30352050406716224;;False;True;0.5486848596227293;True;23.0;2.0361923615544097;1.1482871113546884;1041
821088;1991_2000;SLOPE_EXCESS;874.0;521.0;46.17308220768361;0.859041730665103;heating limit too high;True;True;0.5069202777782081;False;12.0;2.4212105580178096;1.656399742996278;1036
796869;2001_2010;SLOPE_EXCESS;551.0;350.0;33.63629123458377;0.4489037196168064;;False;True;0.7729248602440039;True;30.0;1.9252747903558782;1.4406825964484982;1045
727690;1976_1990;SLOPE_EXCESS;717.0;1162.0;34.926584460889345;0.5276613441559774;heating curve too high;True;True;0.4586302718837561;True;33.0;2.832155285641803;2.0990342985097565;503
669010;1976_1990;SLOPE_EXCESS;830.0;1791.0;29.913701644860215;0.9435734573214323;heating limit too high;True;True;0.31347558983237134;True;29.0;3.1780081508794877;2.446245554273466;758
9889114;pre1975;SLOPE_EXCESS;554.0;2940.0;12.663845313817545;;;False;False;;;9.0;4.899664459830632;4.348923513291195;874
7984107;pre1975;NO_SLOPE_EXCESS;-648.0;3303.0;-13.820372888752066;0.21812641886192102;;False;True;0.9789960948838412;True;;2.331535601038461;2.705437095972483;712
721077;1976_1990;SLOPE_EXCESS;1227.0;1442.0;41.394568213768025;0.6179779913458944;heating curve too high;True;True;0.41676038979141466;True;22.0;3.242477856939376;2.2932124606351363;1140
658466;1976_1990;NO_SLOPE_EXCESS;-741.0;1070.0;-35.00835277531851;;;False;False;;;;1.2175971323255088;1.8734671058823529;962
112120;1976_1990;NO_SLOPE_EXCESS;-466.0;1325.0;-18.08692585853627;0.6348385337456385;heating limit too high;True;True;0.31992322044739624;True;;1.6565870902963764;2.02237201772632;1284
1159664;pre1975;NO_SLOPE_EXCESS;-1689.0;2765.0;-40.90766205591268;0.4780015888216541;;False;True;0.33248314700974835;True;;1.9068180731192323;3.226844865951061;454
122887;2001_2010;NO_SLOPE_EXCESS;-236.0;488.0;-9.664885756530259;;;False;False;;;;1.7978010797841926;1.9901464616946054;1099
706817;2001_2010;SLOPE_EXCESS;1576.0;318.0;97.90106670615114;0.27073960174131406;;False;True;0.5064962788293941;True;13.0;2.8059051044464525;1.4178322285714287;1045
748773;1976_1990;NO_SLOPE_EXCESS;-580.0;1090.0;-27.292568905542332;0.8517704047790969;heating limit too high;True;True;0.35362941260851477;True;;1.7690915486886385;2.433164701404906;317
100119;1976_1990;SLOPE_EXCESS;900.0;1101.0;43.07339606216871;0.7068007393549871;heating curve too high;True;True;0.4060541105521554;True;28.0;3.064953834066589;2.142224842929426;274
8087988;2001_2010;SLOPE_EXCESS;975.0;1458.0;39.063319019602936;0.8599585551499888;heating curve too high;True;True;0.3810833462883013;True;24.0;2.345683527434233;1.6867737257900308;387
5610182;1991_2000;NO_SLOPE_EXCESS;-617.0;1598.0;-35.15850037300008;;;False;False;;;;1.0473751620834102;1.615285223365322;373
6901131;2001_2010;SLOPE_EXCESS;1772.0;2411.0;77.34708539697212;0.3568977724355299;;False;True;0.10354861508672254;False;7.0;3.313443701673295;1.868338402210847;504
7474976;pre1975;SLOPE_EXCESS;192.0;1978.0;6.345030214599396;0.9581290151998848;heating limit too high;True;True;0.2008477967985306;True;14.0;3.5272802258885294;3.3168265773874337;1075
801031;2001_2010;SLOPE_EXCESS;3490.0;317.0;241.9419756026526;0.437782456084363;;False;True;0.4575916173651794;True;2.0;4.170626704206331;1.2196884272122037;952
730976;1991_2000;SLOPE_EXCESS;2596.0;611.0;151.3479011738663;;;False;False;;;5.0;3.6139351094878838;1.437821876613959;336
104118;1976_1990;SLOPE_EXCESS;615.0;2394.0;34.91994019650625;0.6759474284584622;heating curve too high;True;True;0.5150079913381881;True;35.0;3.0059257637491337;2.227932920346026;456
119498;1976_1990;SLOPE_EXCESS;2652.0;1133.0;112.173813885354;0.817034797524887;heating limit too high;True;True;0.12450036837516122;True;8.0;4.190028674907365;1.9748095196947375;436
767371;1976_1990;SLOPE_EXCESS;74.0;1170.0;2.8495555183666217;0.36486025286179724;;False;True;0.5152344637385198;True;46.0;2.297456295612843;2.233802843418773;425
841211;pre1975;SLOPE_EXCESS;3146.0;2120.0;95.54298286183185;;;False;False;;;3.0;4.545948937438076;2.324782444712007;715
611629;pre1975;NO_SLOPE_EXCESS;-584.0;2823.0;-14.795009261511723;0.9155649556501677;heating curve too high;True;True;0.533422812920088;False;;2.6257510804079587;3.08168695008363;897
8190108;2001_2010;SLOPE_EXCESS;1404.0;1764.0;88.15855338264022;0.24539037838618322;;False;True;0.19372749077386836;False;16.0;2.633829027174723;1.3997923452454242;760
105714;1976_1990;SLOPE_EXCESS;1335.0;1340.0;47.505758989107164;0.7540536767743503;heating limit too high;True;True;0.14364159406639876;True;18.0;3.1763126989646775;2.1533482629645926;630
698983;pre1975;SLOPE_EXCESS;1002.0;3841.0;35.08836278324986;0.932377855718043;heating limit too high;True;True;0.06172412119410033;True;6.0;4.099251340260042;3.0344962776973743;318
7646451;post2010;SLOPE_EXCESS;270.0;-79.0;20.59879518291545;0.6021674126742194;heating curve too high;True;True;0.32107799751634425;False;11.0;1.7594203219103102;1.4589037305403838;341
477661;2001_2010;SLOPE_EXCESS;1686.0;2353.0;78.4595964420225;0.7127004908718655;heating curve too high;True;True;0.4375682518928609;True;9.0;2.915019269340915;1.633433744924969;822
7747482;1976_1990;SLOPE_EXCESS;524.0;2134.0;22.2433614635601;0.4804191937681713;;False;True;0.44179106426901654;True;37.0;2.694853465306988;2.2044988235294114;383
776736;pre1975;SLOPE_EXCESS;270.0;2413.0;7.716320403610209;;;False;False;;;11.0;4.2630655915922215;3.9576784424297333;344
310610;1976_1990;SLOPE_EXCESS;287.0;1283.0;11.318442143045809;;;False;False;;;41.0;2.5084511894774124;2.253401270432815;954
8773113;1976_1990;SLOPE_EXCESS;1570.0;1915.0;46.18891315825475;0.8363617583698661;heating limit too high;True;True;0.15651105687468894;True;16.0;3.725328623274979;2.5482976395358907;457
897731;pre1975;SLOPE_EXCESS;122.0;7435.0;1.0127493713839608;;;False;False;;;15.0;9.559822349593547;9.463975992224366;212
1191021;pre1975;SLOPE_EXCESS;987.0;5106.0;12.185409476224205;0.16799688793919035;;False;True;0.19821158448996762;True;7.0;7.955704866819995;7.091568238654129;398
9097838;1976_1990;NO_SLOPE_EXCESS;-407.0;1839.0;-12.288522390729831;0.734751889963621;heating curve too high;True;True;0.37875935751981177;True;;2.3324201746838193;2.659196080442393;944
