Household_ID;area_m2;footprint_m2;n_storeys_above;heated_basement;era_raw;era;renovation_count;residents;hp_type;dhw_electric;dhw_known;installed_kw;hp_install_year;building_type;visit_date;pv;label_correctly_planned;label_sizing_direction;label_curve_too_high;label_limit_too_high;label_night_setback;label_curve_changed;emitter;storey_sum_m2;storey_reconciles;geometry_complete;n_days;n_warm;n_cold;hdd_per_day;kwh_per_day;Weather_ID;hdd_normal_per_day;hdd_normal_se_rel;normal_years;house;heat_pump;total;house_lo;house_hi;heat_pump_lo;heat_pump_hi;total_lo;total_hi;unit_recommendation;unit_age_years;visit_status
867211;245.0;150.0;2;True;1991 - 95;1991_2000;0;2;ground-source;True;True;10.6;;single family house;2019-05-21;;True;;True;False;False;True;both;245.0;True;True;718;339;379;3.190704069274555;14.443988857938718;8jB;3.723456018059466;0.04687251745696425;5;1988.4395262231892;0.0;1988.4395262231888;1747.0768179920958;2469.3602361653734;8.758657507867042;504.3316253658995;1825.7048704017438;2759.850956998995;RECORD_INSTALL_YEAR;;USES_LESS_THAN_MODELLED
1114677;220.0;140.0;2;False;> 2010;post2010;0;3;air-source;True;True;11.3;;single family house;2019-05-28;;True;;False;False;True;True;floor_only;220.0;True;True;500;126;374;6.703276086956522;60.0459;MqO;5.348647862061662;0.04171850662481971;5;1969.3173530382753;0.0;1969.3173530382755;1657.2930266666015;2498.2522722416998;13.841505710125837;713.040187182013;1838.8450989501926;2930.0767386120488;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
611797;275.0;100.0;2;True;1976 - 80;1976_1990;2;2;air-source;True;True;35.0;;single family house;2019-05-28;;False;oversized;False;True;False;;floor_only;275.0;True;True;1130;480;650;3.7071054828780303;33.10231592920354;z6I;3.628140633646451;0.04633524719698416;5;2338.7268594783054;0.0;2338.726859478306;1609.6466004104138;3702.4984080179856;13.907698639720383;506.08709786357997;1699.237965238143;4157.942430675915;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
1137376;200.0;150.0;1;True;1981 - 85;1976_1990;0;5;ground-source;True;True;14.4;;single family house;2019-05-28;False;True;;;False;True;;floor_only;200.0;True;True;1678;793;885;3.471233024131558;41.426128724672225;8jB;3.723456018059466;0.04687251745696425;5;4440.431474426255;0.0;4440.431474426256;4106.927281858866;5611.542912039403;5.726599751056297;390.62250223548557;4206.821522977725;5891.531398085837;RECORD_INSTALL_YEAR;;INCONCLUSIVE
700831;450.0;300.0;2;False;1976 - 80;1976_1990;0;2;ground-source;True;True;22.9;;other;2019-07-22;;True;;False;False;True;True;both;450.0;True;True;836;348;488;3.998555786699951;76.82277751196172;ceOxS;3.7265776660533123;0.051319964738447375;5;4196.414858929824;0.0;4196.414858929824;3825.875874769395;5900.360741348946;9.195197623661663;933.4276007958423;4018.0645593434683;6668.738231323277;RECORD_INSTALL_YEAR;;INCONCLUSIVE
1191127;220.0;85.0;2;True;2000 - 10;2001_2010;0;3;ground-source;False;True;8.03;;single family house;2019-09-23;True;False;undersized;False;False;True;False;floor_only;220.0;True;True;296;154;142;3.053555743243243;35.360010135135134;z6I;3.628140633646451;0.04633524719698416;5;245.5731039525185;0.0;245.57310395251807;104.58553418944553;520.0956159677139;12.546379369592941;357.3075875951235;136.4596724412801;813.752096673644;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
121798;207.0;60.0;2;True;1981 - 85;1976_1990;0;2;ground-source;True;True;10.4;;single family house;2019-10-07;;True;;False;True;True;False;both;207.0;True;True;424;166;258;4.00597084358764;28.344919811320754;Hg;3.7172538605042673;0.0465927316569888;5;2381.137573296326;0.0;2381.1375732963256;2252.740752521573;3121.2710533594586;5.637908127709544;355.325262057371;2303.082239644403;3391.2273775481312;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
114671;260.0;130.0;2;False;< 1975;pre1975;1;4;ground-source;False;True;13.7;;single family house;2019-10-07;;True;;False;True;False;False;radiator_only;260.0;True;True;571;297;274;2.5519838066956013;35.04106479859895;z6I;3.628140633646451;0.04633524719698416;5;2213.3752313019313;0.0;2213.3752313019313;1691.794315623695;3305.3459149047476;9.30646158710107;503.9622177985645;1762.2007565405102;3713.822612868259;RECORD_INSTALL_YEAR;;INCONCLUSIVE
1121037;150.0;75.0;2;False;2000 - 10;2001_2010;0;4;ground-source;False;True;6.7;;single family house;2019-11-07;;True;;;False;False;;floor_only;150.0;True;True;683;336;347;3.165213380864473;39.68100585651538;8jB;3.723456018059466;0.04687251745696425;5;200.5613843150514;0.0;200.56138431505133;85.13990291495396;409.42754627520685;8.752227477944862;271.5085716125334;131.52154225464452;646.6217498510429;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
9880798;150.0;50.0;3;False;1991 - 95;1991_2000;0;4;ground-source;True;True;;;single family house;2020-02-17;False;True;;True;False;False;True;floor_only;150.0;True;True;587;277;310;3.402035849196356;43.293468483816014;Hg;3.7172538605042673;0.0465927316569888;5;2859.135320742641;0.0;2859.135320742641;2534.02750287491;3393.6506003111435;5.942782971516143;247.35143121558735;2575.741910767046;3579.6890092375597;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
680861;400.0;150.0;2;True;1991 - 95;1991_2000;0;2;ground-source;False;True;15.0;;single family house;2020-02-17;False;False;undersized;True;True;True;True;floor_only;400.0;True;True;543;241;302;3.917535871566979;63.00837569060774;Hg;3.7172538605042673;0.0465927316569888;5;371.41802045974447;0.0;371.41802045974464;177.09579411784878;844.6096406470003;8.640084809257765;620.8316321146;256.78270049649205;1415.539909545759;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
468185;300.0;160.0;1;True;1976 - 80;1976_1990;1;2;ground-source;True;True;11.67;;single family house;2020-02-25;False;True;;True;True;;;both;300.0;True;True;1555;639;916;3.939773027634093;21.815538263665594;Hg;3.7172538605042673;0.0465927316569888;5;2446.2384143806917;0.0;2446.238414380691;1711.771684396284;3655.5767397194977;8.742200730524587;511.3721618218482;1896.4111918951542;3939.1348090495017;RECORD_INSTALL_YEAR;;INCONCLUSIVE
781007;200.0;100.0;2;False;1986 - 90;1976_1990;0;2;ground-source;False;True;;;single family house;2020-02-28;False;True;;False;False;False;;floor_only;200.0;True;True;1552;631;921;3.981930020170327;19.654122422680413;Hg;3.7172538605042673;0.0465927316569888;5;967.0396789113842;0.0;967.0396789113843;824.5125754702278;1590.303380870303;4.989853576442986;331.94000803959847;898.6929742460333;1866.5228045797119;RECORD_INSTALL_YEAR;;USES_LESS_THAN_MODELLED
761079;250.0;100.0;3;False;1976 - 80;1976_1990;0;2;ground-source;False;True;;;single family house;2020-02-28;False;True;;True;False;True;;radiator_only;250.0;True;True;1377;581;796;3.765477061033753;28.907378358750908;Hg;3.7172538605042673;0.0465927316569888;5;2076.1892020687837;0.0;2076.1892020687833;1729.893393559849;2813.848735720604;11.63794559700869;496.8920466997362;1797.8391966804966;3206.9468375660313;RECORD_INSTALL_YEAR;;INCONCLUSIVE
461089;235.0;110.0;2;True;1976 - 80;1976_1990;0;2;ground-source;False;True;9.74;;single family house;2020-03-09;False;True;;True;;;True;floor_only;235.0;True;True;1426;625;801;3.6829631075065556;21.8788618513324;Hg;3.7172538605042673;0.0465927316569888;5;1184.170178686685;0.0;1184.1701786866852;1029.3486076951256;2049.4224744114586;4.726877529766864;416.74426440087893;1118.9855165996128;2383.363164738917;RECORD_INSTALL_YEAR;;USES_LESS_THAN_MODELLED
114109;200.0;100.0;2;False;1976 - 80;1976_1990;0;1;ground-source;False;True;10.4;;single family house;2020-05-07;False;True;;False;False;False;;radiator_only;200.0;True;True;1442;635;807;3.640544423003478;36.44107420249654;Hg;3.7172538605042673;0.0465927316569888;5;1608.0477357435682;0.0;1608.0477357435675;1377.2232414901443;2280.266687579396;9.445745017173452;413.7073001112501;1465.6664214580142;2696.3896500260325;RECORD_INSTALL_YEAR;;INCONCLUSIVE
107114;185.0;85.0;2;True;1976 - 80;1976_1990;1;2;ground-source;False;True;5.06;;single family house;2020-05-07;False;True;;False;True;False;;floor_only;185.0;True;True;1415;625;790;3.646595580478312;31.32114982332156;Hg;3.7172538605042673;0.0465927316569888;5;663.9570894386036;0.0;663.9570894386038;173.09097040789723;1675.6640112137973;4.315869723456608;338.1878687219661;302.4828152189444;1953.7446643821838;RECORD_INSTALL_YEAR;;INCONCLUSIVE
671048;240.0;80.0;3;False;2000 - 10;2001_2010;0;2;air-source;True;True;;;single family house;2020-05-25;;True;;False;False;False;;floor_only;240.0;True;True;712;334;378;3.208740891141508;21.365245786516855;Hg;3.7172538605042673;0.0465927316569888;5;1646.8007774397552;0.0;1646.8007774397552;1451.07794968913;2086.5397533310315;8.104217237545429;496.01484004000844;1538.9780108562165;2502.89924126423;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
109711;160.0;160.0;1;False;1995 - 00;1991_2000;2;2;ground-source;True;True;;;single family house;2020-06-23;True;True;;;False;False;;floor_only;160.0;True;True;712;339;373;3.184779524914509;17.571543539325845;8jB;3.723456018059466;0.04687251745696425;5;1498.2971578044585;0.0;1498.297157804458;1225.643599065014;1980.2649445937868;7.689138509541257;338.4921486253895;1321.5895940280395;2184.244023152446;RECORD_INSTALL_YEAR;;INCONCLUSIVE
7610179;280.0;140.0;2;False;1995 - 00;1991_2000;3;4;air-source;True;True;;;multi family house;2020-07-08;;True;;False;False;False;True;both;280.0;True;True;1135;390;745;5.440884313349933;33.40373127753304;MqO;5.348647862061662;0.04171850662481971;5;3399.645257680236;0.0;3399.645257680235;2817.0883851827684;4468.925201120738;17.034174035528753;825.355493597319;3030.175441334641;4865.336677761024;RECORD_INSTALL_YEAR;;INCONCLUSIVE
6569121;150.0;65.0;2;True;2000 - 10;2001_2010;0;3;air-source;True;True;;;single family house;2020-07-09;;True;;False;False;False;True;floor_only;150.0;True;True;719;277;442;4.701064884803773;25.887867872044506;MqO;5.348647862061662;0.04171850662481971;5;2304.227057737352;0.0;2304.2270577373515;2040.3572538660733;2876.246340670195;15.21309187266692;469.94013499495475;2141.0662834891855;3207.1145973072967;RECORD_INSTALL_YEAR;;INCONCLUSIVE
5011111;286.0;117.0;2;True;< 1975;pre1975;0;5;air-source;False;True;;;single family house;2020-07-09;;True;;;False;False;;both;286.0;True;True;1150;390;760;5.584448865784499;52.57780521739131;MqO;5.348647862061662;0.04171850662481971;5;4788.432001614996;0.0;4788.432001614997;4662.908055836401;7100.989380790265;16.664759226271922;902.9501323059077;4749.513486880775;7724.686239968933;RECORD_INSTALL_YEAR;;USES_LESS_THAN_MODELLED
5661171;250.0;240.0;2;False;2000 - 10;2001_2010;0;4;ground-source;False;True;14.4;;single family house;2020-07-13;;True;;False;True;False;;floor_only;250.0;True;True;561;252;309;3.6620680849414864;50.21064349376114;HbsbG;3.836171410969115;0.05924504642571616;3;479.1417363114743;0.0;479.1417363114747;213.4312687411382;1036.9720230448352;8.202387316257585;608.957781707965;291.5990448449925;1556.3351773361953;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
110119;130.0;65.0;2;False;2000 - 10;2001_2010;0;2;air-source;True;True;7.2;;single family house;2020-07-13;;True;;False;True;True;;floor_only;130.0;True;True;719;339;380;3.147466741246901;19.404724617524337;z6I;3.628140633646451;0.04633524719698416;5;1497.842662559841;0.0;1497.8426625598408;1318.2269454494087;1865.4681331374793;5.8916655687616295;276.0304368291096;1409.779874205146;2048.4394262714745;RECORD_INSTALL_YEAR;;INCONCLUSIVE
102766;216.0;144.0;2;True;2000 - 10;2001_2010;0;2;ground-source;True;True;10.0;;single family house;2020-07-16;;True;;False;False;False;True;floor_only;216.0;True;True;719;277;442;4.701064884803773;42.48199443671766;MqO;5.348647862061662;0.04171850662481971;5;1847.2776847001337;0.0;1847.2776847001337;1544.4999558227778;2380.312345393297;25.45029509503192;639.9031826537037;1709.3061949891414;2901.2467869158677;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
105900;240.0;120.0;2;False;2000 - 10;2001_2010;0;5;air-source;True;True;11.6;;single family house;2020-08-07;False;True;;True;False;True;;floor_only;240.0;True;True;537;202;335;5.580197082557418;38.21156052141527;MqO;5.348647862061662;0.04171850662481971;5;3679.349586275596;0.0;3679.349586275597;3257.5506226464845;4645.418520171335;8.732166737811003;695.4183494418647;3416.9565531413245;5056.337751008601;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
826780;150.0;75.0;2;False;< 1975;pre1975;2;4;ground-source;False;True;;;single family house;2020-08-25;True;True;;;;;;radiator_only;150.0;True;True;842;335;507;4.069792376673895;13.34161401425178;Hg;3.7172538605042673;0.0465927316569888;5;1179.8895622020916;0.0;1179.8895622020918;461.93391468604153;2189.5182728484597;7.402639858038125;315.21696582024407;508.8629296966678;2411.296004292391;RECORD_INSTALL_YEAR;;INCONCLUSIVE
698310;200.0;80.0;3;False;< 1975;pre1975;3;5;air-source;False;True;11.6;;single family house;2020-09-21;True;True;;False;False;False;True;both;200.0;True;True;503;210;293;3.574444694153917;25.177097415506957;Hg;3.7172538605042673;0.0465927316569888;5;1880.0570197726386;0.0;1880.0570197726383;714.079815075682;3869.7292154212273;7.53610722978361;444.2712108399376;915.2815213354536;4216.864463730798;RECORD_INSTALL_YEAR;;INCONCLUSIVE
24611;160.0;80.0;2;False;< 1975;pre1975;1;1;air-source;False;True;9.95;2018.0;single family house;2020-11-02;;True;;True;False;False;;radiator_only;160.0;True;True;707;337;370;3.20565853883525;19.007152758132957;sV3mR;3.840567680106237;0.052694658373341974;4;2471.769946956918;0.0;2471.769946956918;1813.7543136306786;3392.634514172192;0.0;0.0;1813.7543136306783;3392.6345141721927;KEEP_IN_LIFE;6.0;SLOPE_EXCESS
6683113;160.0;80.0;2;False;< 1975;pre1975;1;4;air-source;False;True;13.0;;single family house;2020-12-11;False;True;;False;False;False;True;radiator_only;160.0;True;True;322;170;152;2.9318234989648033;22.48769254658385;ceOxS;3.7265776660533123;0.051319964738447375;5;2398.406550069346;0.0;2398.406550069346;1924.4071089267213;3563.4967445876164;1.8835789048982616;450.6126530880298;2039.366145681088;3781.714407130996;RECORD_INSTALL_YEAR;;INCONCLUSIVE
896968;200.0;110.0;2;False;1976 - 80;1976_1990;1;2;air-source;False;True;8.14;;single family house;2021-01-25;True;True;;False;False;True;;floor_only;200.0;True;True;344;165;179;3.077478113414223;10.355299418604652;Hg;3.7172538605042673;0.0465927316569888;5;1063.9242632150783;0.0;1063.9242632150786;357.60364400792304;2280.4212742187815;10.80000423678398;415.36062748699794;516.1862883118;2511.0550354526986;RECORD_INSTALL_YEAR;;INCONCLUSIVE
9981041;410.0;120.0;3;True;2000 - 10;2001_2010;0;2;ground-source;False;True;13.2;;single family house;2021-03-17;True;True;;False;True;False;;floor_only;410.0;True;True;1168;483;685;3.859581931209053;26.863366438356163;z6I;3.628140633646451;0.04633524719698416;5;387.5635097040658;0.0;387.56350970406584;122.58844807038872;876.5747191325557;11.96767975000442;667.2293744410802;230.4916600086056;1426.3047297521457;RECORD_INSTALL_YEAR;;INCONCLUSIVE
111710;290.0;290.0;1;False;1991 - 95;1991_2000;0;3;ground-source;False;True;18.7;1992.0;single family house;2021-06-11;;True;;False;False;True;;floor_only;290.0;True;True;1134;389;745;5.445682271298214;38.87321781305115;MqO;5.348647862061662;0.04171850662481971;5;782.1807709016989;866.8828627324133;1649.0636336341117;292.46334659566577;1365.6760609762637;597.387215007631;987.0259763129218;1027.4395556272455;2269.36531915584;REPLACE_END_OF_LIFE;32.0;SLOPE_EXCESS
1027273;200.0;80.0;2;True;2000 - 10;2001_2010;0;4;air-source;True;True;10.6;;single family house;2021-06-15;;True;;;False;False;;floor_only;200.0;True;True;682;277;405;4.498153714565005;27.64955571847507;MqO;5.348647862061662;0.04171850662481971;5;2985.2645061596663;0.0;2985.264506159666;2607.1418875284876;3746.5876808065773;14.49292561398136;608.1779398761774;2704.3068469929635;4262.655798638212;RECORD_INSTALL_YEAR;;INCONCLUSIVE
6981151;240.0;70.0;3;True;< 1975;pre1975;1;2;air-source;False;True;25.8;;single family house;2021-09-09;False;False;oversized;True;True;False;True;floor_only;240.0;True;True;1059;478;581;3.45481657565929;57.521465533522196;z6I;3.628140633646451;0.04633524719698416;5;2023.3101487163958;0.0;2023.3101487163954;1601.3184566468192;3339.388545864751;24.15615974966775;457.4743730803326;1718.337778205614;3694.176233449646;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
876511;500.0;250.0;2;False;1995 - 00;1991_2000;0;8;air-source;True;True;27.0;;other;2021-09-15;;True;;True;False;True;True;floor_only;500.0;True;True;412;199;213;3.7272330097087383;48.546786407766994;MqO;5.348647862061662;0.04171850662481971;5;5960.950890713317;0.0;5960.950890713319;5353.566722147686;7270.457281175012;22.86948564977251;1331.062894894112;5568.680224741837;8245.567432479154;RECORD_INSTALL_YEAR;;SLOPE_EXCESS
7412010;250.0;108.0;2;True;2000 - 10;2001_2010;0;5;air-source;False;True;10.0;;single family house;2021-09-21;;True;;False;False;False;False;floor_only;250.0;True;True;783;277;506;5.349812454883669;32.96525670498084;MqO;5.348647862061662;0.04171850662481971;5;655.746583055036;0.0;655.7465830550364;394.2848730341397;1160.4697669399209;6.265361052025556;719.074654907618;515.2266028483826;1679.5216982975055;RECORD_INSTALL_YEAR;;INCONCLUSIVE
6810910;160.0;60.0;3;False;1976 - 80;1976_1990;2;2;air-source;False;True;16.0;2019.0;single family house;2021-11-17;False;True;;True;False;False;True;both;160.0;True;True;1238;391;847;5.8000396033808626;33.75705896607431;MqO;5.348647862061662;0.04171850662481971;5;1778.8140314124416;0.0;1778.8140314124425;711.7507482856784;3081.763580582043;0.0;0.0;711.7507482856786;3081.763580582043;KEEP_IN_LIFE;5.0;INCONCLUSIVE
9889190;200.0;80.0;3;True;< 1975;pre1975;2;4;ground-source;False;True;7.7;2017.0;single family house;2021-11-19;False;True;;True;True;False;True;radiator_only;200.0;True;True;1158;430;728;4.267574046957523;18.607757340241797;Hg;3.7172538605042673;0.0465927316569888;5;1783.5631159225327;0.0;1783.5631159225322;694.3920089905465;3037.7811177990056;0.0;0.0;694.3920089905472;3037.7811177990056;KEEP_IN_LIFE;7.0;INCONCLUSIVE
6808461;207.0;69.0;3;False;> 2010;post2010;0;4;ground-source;False;True;5.76;2015.0;single family house;2021-11-29;False;True;;False;False;True;False;floor_only;207.0;True;True;1177;472;705;4.04060881878517;16.408966015293117;Hg;3.7172538605042673;0.0465927316569888;5;48.98594743390982;33.61950010405805;82.60544753796785;-112.29076785703181;224.91858949584366;23.91579474951197;38.46607621994838;-78.43368508624462;253.14565588241373;KEEP_IN_LIFE;9.0;INCONCLUSIVE
6773102;200.0;100.0;2;False;< 1975;pre1975;2;4;ground-source;False;True;13.7;2014.0;single family house;2021-11-29;False;False;;True;True;True;True;radiator_only;200.0;True;True;1438;645;793;3.6075248130454938;35.986128650904035;8jB;3.723456018059466;0.04687251745696425;5;1501.439367450573;64.73523156486874;1566.1745990154423;551.1584550193342;2391.6114309025184;43.71375829249293;67.34002006666044;596.3825152701683;2458.195834143948;KEEP_IN_LIFE;10.0;INCONCLUSIVE
4710670;300.0;150.0;1;True;< 1975;pre1975;0;2;air-source;False;True;10.0;2017.0;single family house;2021-11-30;True;True;;True;False;False;True;both;300.0;True;True;1154;468;686;4.089511767513124;37.73992027729636;Hg;3.7172538605042673;0.0465927316569888;5;3032.0159858000648;0.0;3032.0159858000634;2780.2475762079457;4115.657968660255;0.0;0.0;2780.2475762079457;4115.657968660256;KEEP_IN_LIFE;7.0;INCONCLUSIVE
716869;155.0;70.0;3;False;1981 - 85;1976_1990;1;2;air-source;False;True;8.5;2011.0;single family house;2021-12-02;False;True;;True;False;False;True;floor_only;155.0;True;True;1166;479;687;4.018784491759266;17.04317409948542;sV3mR;3.840567680106237;0.052694658373341974;4;1133.645785724607;130.84307925252162;1264.4888649771297;312.0168160538834;2118.336826387487;77.19404825541366;141.07885902393636;438.5236741441856;2221.6891458968585;PLAN_REPLACEMENT;13.0;INCONCLUSIVE
115508;170.0;110.0;1;True;< 1975;pre1975;1;2;ground-source;False;True;9.6;2018.0;single family house;2021-12-03;False;True;;True;True;True;True;both;170.0;True;True;1217;477;740;4.068528187631738;25.80907148726376;HbsbG;3.836171410969115;0.05924504642571616;3;1413.0803848069793;0.0;1413.080384806979;1076.8322026533685;2248.1025356212954;0.0;0.0;1076.8322026533685;2248.1025356212954;KEEP_IN_LIFE;6.0;INCONCLUSIVE
781099;150.0;75.0;2;False;1981 - 85;1976_1990;0;2;ground-source;False;True;7.38;2009.0;single family house;2021-12-03;False;True;;True;False;True;True;both;150.0;True;True;1454;608;846;3.983574447301796;25.019319807427784;wDD;4.052917477628678;0.044375743700003904;5;1245.9441335864544;140.55723990561418;1386.501373492069;1039.6028346497267;1626.2695494618044;98.18022423035717;152.26429735826488;1149.8746014083147;1767.900004185173;KEEP_IN_LIFE;15.0;INCONCLUSIVE
105768;294.0;164.0;2;False;< 1975;pre1975;2;1;ground-source;False;True;17.8;2017.0;single family house;2021-12-03;True;False;;True;True;True;True;radiator_only;294.0;True;True;1158;474;684;3.819199262846987;20.966550949913643;Hg;3.7172538605042673;0.0465927316569888;5;2081.242053442087;0.0;2081.2420534420876;688.423535284417;3404.7361683822655;0.0;0.0;688.4235352844167;3404.7361683822646;KEEP_IN_LIFE;7.0;INCONCLUSIVE
8010411;375.0;150.0;3;False;> 2010;post2010;0;5;air-source;False;True;19.9;2018.0;single family house;2021-12-03;False;False;;False;False;False;True;floor_only;375.0;True;True;1126;482;644;3.732819001467295;31.566730017761987;z6I;3.628140633646451;0.04633524719698416;5;119.64576770314478;0.0;119.64576770314397;-77.9239294388715;324.70543990500795;0.0;0.0;-77.92392943887263;324.7054399050068;KEEP_IN_LIFE;6.0;SLOPE_EXCESS
7086681;180.0;90.0;2;False;2000 - 10;2001_2010;0;1;air-source;False;True;7.5;2010.0;single family house;2021-12-03;False;True;;False;False;True;True;floor_only;180.0;True;True;1396;615;781;3.690164932934679;28.402554441260744;Hg;3.7172538605042673;0.0465927316569888;5;380.4925682241936;147.9937728881361;528.4863411123297;209.3947733314519;576.4111276627361;85.3880489343448;153.94090991895953;319.99481075974893;720.9928072943623;PLAN_REPLACEMENT;14.0;SLOPE_EXCESS
868122;280.0;140.0;2;False;1986 - 90;1976_1990;0;1;air-source;False;True;14.0;2012.0;single family house;2021-12-07;False;False;;False;False;False;False;both;280.0;True;True;1537;608;929;4.067797912364572;24.75062589459987;Hg;3.7172538605042673;0.0465927316569888;5;2550.798670791075;166.77736049242907;2717.5760312835037;2145.477664616153;3382.998983267328;99.90803771588197;176.96895256323108;2268.764665240452;3544.278138210517;KEEP_IN_LIFE;12.0;USES_LESS_THAN_MODELLED
