Household_ID;era;pv;area_m2;kwh_per_day;hdd_per_day;n_days;tier;deficiency;deficiency_lo;deficiency_hi;E_as_built;E_as_built_lo;E_as_built_hi;E_reference;E_reference_lo;E_reference_hi;band;decisive;window;pv_lvl;kwh_yr;implied_appliance
867211;1991_2000;;245.0;14.443988857938718;3.190704069274555;718;T2;2412.948738052656;1838.9852737802207;3138.5095653020685;5003.094690583482;4204.577379061183;5825.510624660254;2590.1459525308255;2240.8607193694534;2903.8167515021846;1299.5242915218478;True;all_days;;;
1114677;post2010;;220.0;60.0459;6.703276086956522;500;T1;1261.139233965353;831.7963160484162;1673.6479706770297;5487.062179213872;5055.036451026652;6164.926013523947;4225.922945248519;3918.2714748361836;4788.186341881529;841.8516546286135;True;all_days;;;
611797;1976_1990;;275.0;33.10231592920354;3.7071054828780303;1130;T2;2249.493121558602;1254.068328213018;3689.468482900521;5118.233748506368;4217.189191553393;6804.899895712121;2868.740626947766;2734.0984525290723;3390.249536892148;2435.400154687503;True;all_days;;;
1137376;1976_1990;False;200.0;41.426128724672225;3.471233024131558;1678;T1;3897.056670035411;3497.6977986818333;4838.287993275222;7150.763704304894;6611.255406798834;8494.14149128816;3253.7070342694833;2977.117752892372;3843.1794742711118;1340.5901945933888;True;all_days;;;
700831;1976_1990;;450.0;76.82277751196172;3.998555786699951;836;T2;5045.256834210977;3891.3195942496377;7596.992531646799;9055.115063507332;7853.192120127848;12013.186993644065;4009.8582292963547;3694.622267322283;4777.812168072395;3705.672937397161;True;all_days;;;
1191127;2001_2010;True;220.0;35.360010135135134;3.053555743243243;296;T1;247.89602902064917;130.12824662045767;425.184058927525;2405.814883707223;2236.554626162992;2797.8952752543782;2157.918854686574;2024.6843999101416;2472.745080119648;295.0558123070673;True;all_days;;;
121798;1976_1990;;207.0;28.344919811320754;4.00597084358764;424;T2;2298.5570235149207;1922.1345373019965;3116.100509175703;4234.846089608674;3890.535663306089;5177.25899729477;1936.2890660937537;1805.944328737228;2210.1319647747086;1193.9659718737064;True;all_days;;;
114671;pre1975;;260.0;35.04106479859895;2.5519838066956013;571;T3;2859.8534194090025;1451.5385567972162;4437.406845239415;5690.00111202407;4095.739826067693;7434.0684953516675;2830.147692615067;2471.509505026802;3069.0229171677147;2985.8682884421987;True;all_days;;;
1121037;2001_2010;;150.0;39.68100585651538;3.165213380864473;683;T1;267.8043028266002;120.38806204300472;404.725496700217;2796.2054272577234;2408.131774549744;3061.7954001531302;2528.401124431123;2208.750750201485;2778.5691361499307;284.33743465721227;True;all_days;;;
9880798;1991_2000;False;150.0;43.293468483816014;3.402035849196356;587;T1;2549.5473293818213;2199.2563853234396;2880.6875133214467;5165.421842355185;4645.034508352787;5598.339546825407;2615.8745129733634;2300.0063986891814;2858.153115821519;681.431127998007;True;all_days;;;
680861;1991_2000;False;400.0;63.00837569060774;3.917535871566979;543;T1;1007.0610209769288;761.0590234728776;1546.6288110045318;3969.3156082348855;3692.1877079916685;4765.326668930309;2962.2545872579567;2810.4571845065425;3492.7237470997993;785.5697875316542;True;all_days;;;
468185;1976_1990;False;300.0;21.815538263665594;3.939773027634093;1555;T3;2852.6410541307223;2038.531298908376;4703.122939525338;5598.193995884409;4862.796638250998;7786.50065622353;2745.5529417536864;2589.775069175072;3309.9965154058755;2664.5916406169617;True;all_days;;;
781007;1976_1990;False;200.0;19.654122422680413;3.981930020170327;1552;T1;1481.0465288311093;1167.1249177972932;2055.4331175993493;3714.4784859895854;3338.248510568202;4496.884669416809;2233.431957158476;2083.564250797022;2580.541315662116;888.3081998020562;True;all_days;;;
761079;1976_1990;False;250.0;28.907378358750908;3.765477061033753;1377;T2;2716.7314938580525;2021.7771953186602;4099.892527861309;5254.117725453298;4599.98744989465;6804.232130901685;2537.386231595245;2388.881196497719;2934.97194256659;2078.1153325426485;True;all_days;;;
461089;1976_1990;False;235.0;21.8788618513324;3.6829631075065556;1426;T1;1677.4217642313783;1355.6202196143652;2469.9184005902016;4074.8674334548377;3677.248398285745;5210.860292883181;2397.4456692234594;2240.8624527586635;2847.5830753718064;1114.2981809758364;True;all_days;;;
114109;1976_1990;False;200.0;36.44107420249654;3.640544423003478;1442;T2;2034.0466025472651;1500.4400789634662;3165.8140440306465;3769.639238406873;3238.471195998599;5063.403948201547;1735.592635859608;1622.0481638975778;2037.1555129348508;1665.3739650671803;True;all_days;;;
107114;1976_1990;False;185.0;31.32114982332156;3.646595580478312;1415;T2;1132.2593581267865;651.7522980889652;1961.1602682998212;3208.3841771473735;2744.756789039977;4263.207239508841;2076.124819020587;1969.7994319437437;2435.6180073569476;1309.407970210856;True;all_days;;;
671048;2001_2010;;240.0;21.365245786516855;3.208740891141508;712;T1;1412.3508481959852;1136.9590147885697;1677.8704795982871;4061.5978819647544;3527.3694228588115;4358.601020197496;2649.247033768769;2269.4366789953883;2841.437665402188;540.9114648097175;True;all_days;;;
109711;1991_2000;True;160.0;17.571543539325845;3.184779524914509;712;T2;1300.1446030743787;778.9069067434809;1878.6014123137566;3271.329021414206;2611.7516277993077;3918.923353347504;1971.1844183398275;1715.0852102251486;2146.0278700465765;1099.6945055702756;True;all_days;;;
7610179;1991_2000;;280.0;33.40373127753304;5.440884313349933;1135;T2;3220.6449187561648;1876.3146298957697;4895.05060334685;8010.580660384585;6677.7204630143915;9981.203744100632;4789.93574162842;4445.857330419442;5493.993075867203;3018.73597345108;True;all_days;;;
6569121;2001_2010;;150.0;25.887867872044506;4.701064884803773;719;T1;1950.2334840847197;1594.3943183400943;2311.3808151492876;5003.736058487972;4480.077635175367;5542.555684782692;3053.502574403252;2646.6376563548242;3386.085697489776;716.9864968091933;True;all_days;;;
5011111;pre1975;;286.0;52.57780521739131;5.584448865784499;1150;T1;7849.879750036855;6818.959935692485;11240.560455205441;13141.824378029385;11943.090206997058;17321.392731038613;5291.9446279925305;4980.136646650038;6215.84882205107;4421.600519512956;True;all_days;;;
5661171;2001_2010;;250.0;50.21064349376114;3.6620680849414864;561;T1;718.4654354646154;285.5482853179804;1120.3178790285733;4635.8936839629905;3953.759923811972;5193.114527998345;3917.428248498375;3371.3510811360497;4282.427262439278;834.769593710593;True;all_days;;;
110119;2001_2010;;130.0;19.404724617524337;3.147466741246901;719;T1;1254.6106633535705;1022.1969253545307;1464.13446157436;3118.919165098824;2716.4870136250347;3389.624062754897;1864.3085017452536;1602.624998893526;2035.9890582349062;441.93753621982944;True;all_days;;;
102766;2001_2010;;216.0;42.48199443671766;4.701064884803773;719;T1;1678.3773183076464;1246.7905111379682;2150.5666669979314;4958.3744963728905;4258.633810288174;5607.37664919491;3279.997178065244;2773.6253766966897;3704.4845626839106;903.7761558599632;True;all_days;;;
105900;2001_2010;False;240.0;38.21156052141527;5.580197082557418;537;T1;3012.2653036837164;2547.5730989731665;3563.8464407333313;7417.482360374161;6915.552405273063;8236.296145798806;4405.217056690444;4141.502399058043;4921.151455337506;1016.2733417601648;True;all_days;;;
826780;pre1975;True;150.0;13.34161401425178;4.069792376673895;842;T3;2354.8775980422415;1029.1266467497026;4422.3677642539615;4993.888779276335;3663.8582236018005;7188.62881778943;2639.011181234094;2404.708410847244;3011.5797812986234;3393.241117504259;True;all_days;;;
698310;pre1975;True;200.0;25.177097415506957;3.574444694153917;503;T2;2608.3493320613443;1087.466724610565;4620.944563286249;5942.119889943719;4355.972289060536;8127.100420551293;3333.7705578823743;3101.6548226107884;3705.1495312872007;3533.477838675684;True;all_days;;;
24611;pre1975;;160.0;19.007152758132957;3.20565853883525;707;T2;3070.93757257037;1728.9008399293944;4357.417318839355;4802.929784598825;3296.027417836584;6176.484603983585;1731.992212028455;1472.5172404601774;1883.8016717175706;2628.516478909961;True;all_days;;;
6683113;pre1975;False;160.0;22.48769254658385;2.9318234989648033;322;T2;2144.594128595047;1324.5528257582043;3405.5836466725814;4574.954027264154;3734.1657047181943;5978.058408939436;2430.359898669107;2213.9836762218215;2734.4850971517812;2081.030820914377;True;all_days;;;
896968;1976_1990;True;200.0;10.355299418604652;3.077478113414223;344;T2;1038.2050088458777;558.3773225896866;1714.9496429300107;3026.028074803702;2584.894420800166;3876.1884884211477;1987.8230659578244;1842.3050652336085;2252.0418419083717;1156.572320340324;True;all_days;;;
9981041;2001_2010;True;410.0;26.863366438356163;3.859581931209053;1168;T1;574.8502017906872;263.508882206628;1050.1995828088889;3972.3811264772;3662.1298933385474;4850.4863571215365;3397.5309246865127;3200.365741826928;4032.695999320441;786.6907006022609;True;all_days;;;
111710;1991_2000;;290.0;38.87321781305115;5.445682271298214;1134;T1;1812.553210466007;1412.3114424644368;2744.646442080502;6131.606210347672;5778.533954895412;7516.363598266998;4319.052999881665;4041.490617244471;5111.394922048178;1332.334999616065;True;all_days;;;
1027273;2001_2010;;200.0;27.64955571847507;4.498153714565005;682;T1;2480.438310491727;2096.015051848025;2991.7973524743215;6253.7860392619095;5542.116544727286;6958.130134823624;3773.3477287701826;3295.547626375312;4261.959294160702;895.7823006262965;True;all_days;;;
6981151;pre1975;False;240.0;57.521465533522196;3.45481657565929;1059;T2;2722.105347677858;1514.8951259262797;4670.390854733086;5253.328481240088;4054.951978238581;7485.309672345011;2531.22313356223;2330.369045133483;2995.822606388358;3155.4957288068063;True;all_days;;;
876511;1991_2000;;500.0;48.546786407766994;3.7272330097087383;412;T1;5345.738542444475;4696.634050269772;6155.164667567478;11557.671419958464;10805.11003557485;12893.35645661171;6211.932877513989;5824.8428374692185;6928.518184521511;1458.5306172977062;True;all_days;;;
7412010;2001_2010;;250.0;32.96525670498084;5.349812454883669;783;T1;698.1438455288453;362.3444312432336;1193.0898528190835;5449.266860865947;5046.036194617474;6546.399674271505;4751.123015337102;4396.000763605337;5465.137283184786;830.7454215758498;True;all_days;;;
6810910;1976_1990;False;160.0;33.75705896607431;5.8000396033808626;1238;T2;2142.528188237068;787.4328207461227;3811.4606551336315;5170.54504441767;3840.281077675622;7117.495525275622;3028.016856180602;2851.070503894049;3507.270939663589;3024.027834387509;True;all_days;;;
9889190;pre1975;False;200.0;18.607757340241797;4.267574046957523;1158;T3;3869.5598832392607;1643.0515347234948;7761.275662100646;7152.009990869077;5060.473677759445;11369.47249443836;3282.4501076298166;3085.4710752923174;3825.143025309294;6118.224127377151;True;all_days;;;
6808461;post2010;False;207.0;16.408966015293117;4.04060881878517;1177;T1;-83.5655875630282;-284.15780670836057;86.01850612940274;2951.6142984890184;2685.81789097679;3382.05539298514;3035.1798860520466;2814.799852883567;3457.001875101582;370.1763128377633;False;all_days;;;
6773102;pre1975;False;200.0;35.986128650904035;3.6075248130454938;1438;T3;2647.3255328656824;1225.4990773009504;4927.865675057695;5479.812731307208;4083.7403221657837;7950.7920531245345;2832.487198441526;2658.3820809329723;3227.060269441535;3702.3665977567443;True;all_days;;;
4710670;pre1975;True;300.0;37.73992027729636;4.089511767513124;1154;T1;5230.315141599188;4567.405872918924;7979.059700570993;8443.330608467499;7684.197974063329;11719.544080666332;3213.015466868311;3038.46252958248;3888.9588204714323;3411.6538276520696;True;all_days;;;
716869;1976_1990;False;155.0;17.04317409948542;4.018784491759266;1166;T2;1513.8055742772694;943.2436035911477;2453.3099401929117;3904.419793700524;3298.364705990803;4989.125983247244;2390.614219423255;2237.713283579573;2761.633162512985;1510.0663366017639;True;all_days;;;
115508;pre1975;False;170.0;25.80907148726376;4.068528187631738;1217;T3;2620.476559236784;1505.2967653339092;5126.594192272735;4707.302671578969;3630.6263662490082;7484.868631561963;2086.8261123421853;1988.2772940297248;2516.17641368089;3621.297426938826;True;all_days;;;
781099;1976_1990;False;150.0;25.019319807427784;3.983574447301796;1454;T2;1520.439381320908;1115.331322850867;2345.7412203224253;3432.252753253877;3004.5366763179254;4414.660817101143;1911.813371932969;1786.1026752954053;2206.3844001524967;1230.4098974715582;True;all_days;;;
105768;pre1975;True;294.0;20.966550949913643;3.819199262846987;1158;T3;4009.4498885681055;1664.43796990439;7869.610691961477;6455.2230863642835;4139.7651957825865;10675.675857947797;2445.773197796178;2303.0041892595273;2880.90170109606;6205.1727220570865;True;all_days;;;
8010411;post2010;False;375.0;31.566730017761987;3.732819001467295;1126;T1;-156.42930509556118;-518.3830064877344;171.46800413677508;4730.546828031808;4391.446259683778;5392.632828864188;4886.976133127369;4552.111882508956;5593.144559997356;689.8510106245095;False;all_days;;;
7086681;2001_2010;False;180.0;28.402554441260744;3.690164932934679;1396;T1;381.86382496500755;179.53398141324377;629.9814302709038;2288.886434908364;2084.6734490223553;2721.911611749442;1907.0226099433567;1785.4177364458621;2213.84729273695;450.4474488576601;True;all_days;;;
868122;1976_1990;False;280.0;24.75062589459987;4.067797912364572;1537;T1;2957.9766642520676;2454.5549268120176;4143.89568192297;5803.077912576103;5271.539129557293;7310.386690313905;2845.101248324035;2676.7803719116982;3376.7794424472654;1689.3407551109522;True;all_days;;;
881223;1976_1990;False;240.0;44.2443855721393;4.162011650683779;1206;T2;3339.7250567163915;2589.7819608873024;5155.18891519087;6141.867749031928;5460.460076885455;8281.319291793698;2802.1426923155364;2636.4229749768906;3407.228813206224;2565.4069543035675;True;all_days;;;
118708;1991_2000;False;186.0;23.895303225806448;3.6916632590514777;1395;T2;457.8307089629293;349.76167258793504;729.5054494424667;2276.7900352113934;2117.363331169399;2786.8528958062084;1818.959326248464;1691.2357685955767;2124.8955124259696;379.74377685453163;True;all_days;;;
1037610;post2010;False;222.0;49.493156451612904;4.067521353436185;1240;T1;-88.30077789762981;-326.465159280775;109.75889784060881;3422.735447623457;3195.9507501773705;3984.0390847524204;3511.0362255210866;3273.3702173288275;4095.6016278305706;436.22405712138385;False;all_days;;;
6885841;post2010;False;170.0;18.775337732919255;3.5361586270141325;1288;T1;-93.67949813088171;-284.9006650973997;82.35403101397101;2935.925622360805;2699.023354454384;3384.2698042784627;3029.6051204916866;2816.31012054103;3455.766211165149;367.2546961113707;False;all_days;;;
2794690;1976_1990;False;140.0;22.821444810543657;4.143672963971062;1214;T2;1185.8276205014113;678.0331784177076;2034.365940690184;4802.25914470817;4262.186244434244;5951.202918312104;3616.431524206759;3306.3242825441216;4142.298369445098;1356.3327622724764;True;all_days;;;
111119;1976_1990;False;180.0;18.850669677419354;3.991898639551192;1550;T1;1703.8163821141761;1414.2941200904495;2535.3108814596476;3977.414603897695;3623.4882658893307;5110.251284928292;2273.598221783519;2130.414867002953;2708.968518779653;1121.016761369198;True;all_days;;;
105807;1976_1990;False;200.0;35.74891069991955;4.085178180419042;1243;T3;1590.196590225079;877.5863886317496;2885.336022176134;3862.3644068303156;3179.903920459385;5236.188674253387;2272.1678166052366;2125.273025140877;2629.203344674097;2007.7496335443843;True;all_days;;;
7374981;post2010;True;200.0;28.154070750647108;5.667892173412862;1159;T1;-139.80445840312223;-466.37758806973943;146.36449498490293;4291.101566321194;3930.8665670706578;4945.7204330090835;4430.906024724316;4154.655389504742;5065.795661160767;612.7420830546423;False;all_days;;;
861116;1976_1990;False;195.0;18.553728937728938;3.6950818920210224;1365;T2;1327.6201590785058;789.1552789940977;2181.7956628148;3712.7264239488013;3170.9228846790284;4758.990786966813;2385.1062648702955;2254.1853268905706;2743.5162325625147;1392.6403838207023;True;all_days;;;
108511;2001_2010;False;274.0;38.94995646766169;3.8221840976278028;804;T1;467.5602493680317;242.87289375291817;834.3551316837721;4223.585662502912;3873.0442205450267;4875.974840333519;3756.02541313488;3474.1460628264167;4263.964293827436;591.4822379308539;True;all_days;;;
86109;1976_1990;False;160.0;18.848203626220364;4.173408803791967;1434;T2;1425.2920445156228;775.6539718092157;2335.1377790244214;3811.496620667531;3198.2500091126;4903.472445480195;2386.204576151908;2233.4587289047145;2734.831102662794;1559.4838072152056;True;all_days;;;
1037311;1976_1990;False;180.0;11.521712811693895;4.0756992660161755;1163;T2;946.8188737652681;236.4883370215233;1829.3765629436539;3456.5574881950015;2790.9736535133593;4522.556499961174;2509.7386144297334;2355.500135906575;2858.7626676246296;1592.8882259221305;True;all_days;;;
116121;pre1975;False;395.0;83.6525592264303;4.43484774433895;1241;T1;10241.849133099233;9138.527046209061;14738.966016351349;14633.344217347945;13438.564714935394;20030.84354128194;4391.495084248712;4112.7742542261285;5440.638113383042;5600.438970142288;True;all_days;;;
120741;1976_1990;False;164.0;31.793264900662255;4.159824017420098;1208;T1;1634.1554926989866;1364.2604297341743;2437.2902211174433;3975.0434614129413;3698.5438543953464;5058.900210509468;2340.8879687139547;2173.1007530382744;2760.0469560399206;1073.029791383269;True;all_days;;;
114721;1976_1990;False;140.0;32.87059078947369;3.913876902173913;1520;T2;1565.2476906059537;929.4318629582157;2525.084930843095;3692.343697528379;3068.670941479759;4877.097126087586;2127.096006922425;1985.9963507914754;2449.5602337962137;1595.6530678848794;True;all_days;;;
815461;1976_1990;True;240.0;16.591260945709283;4.031672339399477;1142;T2;1385.4730037833533;784.9146900886489;2392.8583271717557;3893.207009770775;3295.234221267666;5203.406535238957;2507.734005987422;2358.7242193622424;2917.5095927416587;1607.9436370831068;True;all_days;;;
1678757;1976_1990;False;200.0;17.724354210160055;3.9172788770889433;1437;T2;1436.0289815648198;861.9601791806996;2389.6843593862727;3960.131663299681;3401.2765818125335;5185.814316681521;2524.102681734861;2369.9359107942423;2907.2703945541534;1527.7241802055732;True;all_days;;;
971071;1976_1990;False;250.0;33.89293295019157;3.9749183001092048;1566;T2;1685.7205499675651;1002.7953377915758;3031.465584449563;4604.07972985526;3921.3135011422514;6445.47103038063;2918.3591798876946;2730.4611263887423;3550.8214567326563;2028.670246657987;True;all_days;;;
121728;post2010;False;455.0;35.724942985265855;4.040116629065352;1561;T1;-136.11515619563306;-489.00887167092867;190.50236300783823;5431.26386559411;5115.837072370259;6309.218157702169;5567.379021789743;5226.591960064543;6424.990699518428;679.5112346787669;False;all_days;;;
114798;pre1975;False;301.0;38.802642790697675;3.842205251095382;1075;T3;4199.355851562996;2306.20016250721;8377.029624242889;7312.300845461044;5520.036843930015;11793.07189952974;3112.944993898049;2884.3869560130843;3750.662865769556;6070.829461735679;True;all_days;;;
1081057;post2010;False;200.0;21.62621684737281;4.140636484510039;1199;T1;-94.17391060237105;-335.67729787454573;93.68141887083179;3031.677059693115;2756.1473736459;3497.0839733807966;3125.850970295486;2888.8679897686397;3608.505451536751;429.35871674537754;False;all_days;;;
9776611;post2010;False;180.0;22.829201444622793;4.107521919417498;1246;T1;-94.09560366830874;-323.57199736301175;120.36984808619954;2726.312770201068;2541.611214286475;3113.001661182466;2820.4083738693766;2611.668027324394;3211.192289676781;443.9418454492113;False;all_days;;;
7411010;post2010;False;260.0;24.247873148744365;3.947331224278395;1553;T1;-131.31038943439034;-456.937622796726;132.84946729900923;3729.4154777061503;3466.076271764604;4364.072990239057;3860.7258671405407;3684.935033204352;4471.594337714804;589.7870900957353;False;all_days;;;
512280;post2010;False;300.0;29.628056061667834;3.974448549201223;1427;T1;-122.57445969880064;-460.3472620760464;137.9896014072368;3606.7943694345613;3329.2430479996906;4199.493097481356;3729.368829133362;3478.725815176729;4362.0271716761545;598.3368634832832;False;all_days;;;
7710511;pre1975;False;200.0;59.100941794664514;3.9634322519419354;1237;T2;4209.28919034353;2661.1537332996513;7124.013944036259;7186.478510055424;5678.969110926386;10376.828215175718;2977.1893197118934;2790.805881059661;3531.8136091318406;4462.860210736608;True;all_days;;;
823761;1991_2000;False;240.0;22.59410931435964;3.976523539006693;1546;T2;886.2994071437988;341.58075884199883;1628.828360035382;3865.2697438970868;3333.0055406895744;4866.3704126050325;2978.970336753288;2801.1190575220517;3531.821375393828;1287.2476011933832;True;all_days;;;
1101758;1976_1990;False;192.0;17.585399868247695;3.897645734280422;1518;T2;828.5265452624253;230.32593263489835;1729.8594781667803;2892.867242960492;2327.4127974529833;4021.7674652397995;2064.340697698067;1935.0681781351832;2416.5290253071876;1499.5335455318818;True;all_days;;;
1061168;post2010;False;160.0;21.490136174636174;3.67569336225858;962;T1;-63.04656117427476;-206.97582222589025;81.0307656889354;1793.1502219455183;1639.5782142327216;2054.5853628937484;1856.196783119793;1706.1585492270249;2103.032256460935;288.0065879148257;False;all_days;;;
808112;1976_1990;False;140.0;29.940248104755344;3.572368836085059;1451;T1;2220.9115000752845;1956.2754057411557;2741.147131589664;4165.570342181909;3905.4897246003657;4858.812817447605;1944.6588421066244;1810.6141350872226;2237.1386842540187;784.871725848508;True;all_days;;;
1019970;post2010;False;170.0;18.509987509184423;3.7735851675558254;1361;T1;-69.30204354146599;-252.91788594794747;64.18932161986551;2651.5866605087554;2447.60894773242;3066.672310074684;2720.8887040502213;2533.1587840419684;3138.0496861353968;317.10720756781296;False;all_days;;;
1148611;1991_2000;True;240.0;36.10047201767305;3.4680180839256365;1358;T1;2296.806041232276;2047.170101998399;2717.841925504969;5001.508278191697;4724.0653265615465;5666.421835954063;2704.702236959421;2530.0624261734297;3083.4806435116657;670.6718235065698;True;all_days;;;
7048688;1976_1990;True;135.0;16.967963302752295;4.43922752589047;981;T2;834.4063934135479;189.0066686761152;1582.306996253143;3485.921244360303;2852.928786083993;4450.026268771608;2651.514850946755;2427.8383086055;3050.063663930984;1393.300327577028;True;all_days;;;
109104;pre1975;False;200.0;39.20022591645353;4.030666308363295;1173;T2;4553.042679683557;2613.667843180873;7358.0709754856025;7128.800874169006;5285.585618545459;10154.701986933711;2575.758194485449;2434.7542813017276;2967.8090986287693;4744.403132304729;True;all_days;;;
468646;1976_1990;False;150.0;26.147800300300304;3.180803031292162;666;T1;1322.7737093052797;992.339428315994;1759.1695511125183;3341.849665708379;2855.417991776843;3902.3393744160335;2019.075956403099;1763.1818404617934;2250.8264662475394;766.8301227965243;True;all_days;;;
1114639;1976_1990;False;195.0;25.13891021671827;3.2776545183290704;646;T1;1346.068376615337;966.069566020052;1676.471597389263;4549.114563277584;3940.398147826701;4960.16607060878;3203.0461866622472;2788.3325705382626;3516.0379031818184;710.402031369211;True;all_days;;;
671781;pre1975;False;180.0;28.284771551724138;4.407009635807096;464;T2;4111.849443335543;2681.607925304468;5997.15380231988;7170.166667048497;5703.815894304019;9147.17470166168;3058.3172237129543;2849.00674367879;3407.3450084219885;3315.545877015412;True;all_days;;;
768113;1976_1990;True;150.0;18.584830396475773;4.278681374896252;908;T2;1924.4339976732876;1259.8426129265138;2900.0791602158315;4144.7832528787685;3398.4231128385723;5349.348899251092;2220.349255205481;2058.29939844087;2547.969517941532;1640.2365472893177;True;all_days;;;
122850;2001_2010;False;220.0;22.9286286966046;3.898378446592695;913;T1;860.9196343260496;668.4867539933934;1194.106844522219;2787.077182414585;2574.1548871534637;3434.613058382763;1926.1575480885353;1768.01964584098;2387.284358998721;525.6200905288256;True;all_days;;;
461104;1991_2000;False;210.0;20.04379009126467;4.362096508134459;767;T1;1037.5537825413767;761.4859045419356;1449.1244794965341;4146.03243461132;3768.29714066737;4852.60234063547;3108.4786520699436;2822.7205984654483;3558.4630829727093;687.6385749545985;True;all_days;;;
112810;1991_2000;True;180.0;31.142971797884844;3.8071850934109914;851;T1;870.4509246327107;707.5586326991981;1308.9575613022846;3935.328641431747;3663.155481216373;4684.773689844975;3064.8777167990365;2830.2724318580485;3556.1499885675817;601.3989286030865;True;all_days;;;
610891;2001_2010;False;240.0;33.94351577669903;3.701072437385676;824;T1;2411.83783152936;2071.540929105565;2952.5077010412506;5870.618851019761;5435.897145134462;6691.4498784974185;3458.781019490401;3165.8675412357857;4032.388035443129;880.9667719356858;True;all_days;;;
858577;1976_1990;False;180.0;25.89477107364685;3.793147570181192;1127;T2;1772.1119447217418;1215.853022139254;2562.4364022172967;3722.03541981326;3201.8741419348735;4678.012156010204;1949.9234750915182;1829.0300088235704;2308.8085313758925;1346.5833800780426;True;all_days;;;
8399121;2001_2010;False;168.0;28.97189539748954;4.868294979079498;478;T1;2335.7860011204175;2033.0061699749283;2707.496303224632;5460.67547785715;5037.747726062437;6010.059507167088;3124.889476736733;2893.5306104582833;3521.3673700684285;674.4901332497036;True;all_days;;;
108987;2001_2010;False;180.0;32.3279296875;5.861366833673007;512;T1;2003.8690492814867;1644.909680394123;2396.246530462886;5295.818942867425;4925.129035193217;5934.299887628968;3291.9498935859383;3098.1333743253836;3751.022639432768;751.3368500687629;True;all_days;;;
788488;2001_2010;False;250.0;23.861664440734558;5.208797996661102;599;T1;881.7879169686476;458.4541663455251;1429.8701953746272;5465.125786624905;4732.858359173814;6176.698883004711;4583.337869656258;3917.7229721148024;5046.2553004939555;971.4160290291021;True;all_days;;;
865116;1976_1990;True;200.0;23.21919008264463;3.410258284425281;726;T1;2696.5443383750817;2170.5188870600355;3120.4074695991017;5186.3030097691935;4437.070735849512;5701.594267428428;2489.758671394112;2135.3497016898755;2682.695848065305;949.8885825390662;True;all_days;;;
991118;1976_1990;False;234.5;51.17662205226259;3.9848345387535673;1569;T1;2580.6972841453385;2254.711506340508;3445.1427718007503;5013.088165997987;4660.789634343174;6198.788960554989;2432.3908818526484;2298.2000389873483;2857.996259844552;1190.4312654602422;True;all_days;;;
