Household_ID;era;visit_status;technician_recoverable_envelope_kwh;slope_excess_lo_kwh;slope_excess_hi_kwh;not_recoverable_by_visit_kwh;slope_excess_pct;step_kwh_day;rank_in_era;beta_meas;beta_phys;n_days
788488;2001_2010;INCONCLUSIVE;584.0;-545.7569097671079;1117.6521579046819;731.0;13.841102760920522;2.9266291242229876;;2.4618035345327067;2.1624909411697977;241
865116;1976_1990;INCONCLUSIVE;-125.0;-1421.5629249758854;149.7410976897724;2762.0;-3.6195158719199334;8.675796100186718;;2.3742145482558774;2.463376864864865;467
991118;1976_1990;SLOPE_EXCESS;3985.0;3053.0847907909347;4458.942706147421;3141.0;125.9091003241201;12.084354918277189;1.0;5.269822645681555;2.3327181765235427;506
816910;1991_2000;SLOPE_EXCESS;3895.0;3045.175189525892;4694.534763403392;3106.0;104.89045405686709;2.5983612249891705;1.0;3.8976896266622205;1.9023285611834417;476
1001228;2001_2010;SLOPE_EXCESS;864.0;168.89497204321123;1317.6760925017368;499.0;41.297433869212625;4.825693885800387;8.0;2.2331524901321678;1.5804621704589574;229
107461;1976_1990;SLOPE_EXCESS;1263.0;508.76022695464565;1930.6980331624636;950.0;58.004886407162445;4.594438520138003;8.0;2.532440915280739;1.602761137877026;408
106100;1976_1990;INCONCLUSIVE;-367.0;-1168.8206230218177;281.92688744289836;986.0;-14.41469347517301;2.943246083910159;;1.6022022638704643;1.8720529597048179;497
5845834;2001_2010;INCONCLUSIVE;-115.0;-986.7839524525122;126.19893577013627;232.0;-8.496788114293253;6.89245529751046;;0.9086100645328259;0.9929816077579188;457
1111201;pre1975;SLOPE_EXCESS;2841.0;763.8219864888833;3542.443333460026;5314.0;57.83908658271997;13.972661288480003;2.0;5.704626613120421;3.614204020453928;491
8612210;1976_1990;INCONCLUSIVE;1449.0;-31.32221062144953;2243.5856842726066;865.0;56.75059374069603;13.052679595017457;;2.9454805746769086;1.8790873478600385;475
7211010;pre1975;INCONCLUSIVE;-392.0;-1462.7244847752072;429.5156025854547;1735.0;-13.805825322301095;3.720126328664911;;1.8014012738938074;2.0899338970756287;464
1211151;pre1975;USES_LESS_THAN_MODELLED;-979.0;-2479.5984143585993;-278.951976348278;2108.0;-25.9822017850696;10.447955648809035;;1.8847760007730177;2.5463821489259493;462
7771161;pre1975;SLOPE_EXCESS;1986.0;389.5453674864725;3100.851500688457;3399.0;35.24889951687681;11.784821015457137;5.0;5.608233068985315;4.146601627827294;449
5769106;post2010;INCONCLUSIVE;-7.0;-668.51282680819;41.27031043244328;47.0;-0.5471062369380144;6.714825900848777;;0.9157789957313296;0.9208168421052632;452
901187;pre1975;SLOPE_EXCESS;1435.0;144.1687446488949;1725.7581835154815;3043.0;30.197768586055133;5.089315114142708;6.0;4.673532436875146;3.5895641589173177;447
7411491;1991_2000;INCONCLUSIVE;242.0;-190.76101364123133;579.0827804228342;388.0;10.99703218136725;3.459352728695881;;1.7972569176576298;1.619193668818949;444
1071058;post2010;INCONCLUSIVE;188.0;-369.6748199478438;762.6764684250843;264.0;7.383929038001653;6.474185994248528;;2.0187908001440165;1.8799747953249084;444
1091217;2001_2010;INCONCLUSIVE;521.0;-36.508025359262064;941.6462987929359;373.0;38.403650404144564;7.128598835167217;;1.3822438555650418;0.9987047679225445;439
7069411;1991_2000;SLOPE_EXCESS;1273.0;657.1664896949563;1691.201424485853;429.0;54.81664243760334;9.040478474820956;5.0;2.649240108504542;1.7112114478081908;433
679810;1976_1990;INCONCLUSIVE;705.0;-727.1932989512189;998.7988680108184;969.0;28.673538700218053;13.46815175328449;;2.3294223099973372;1.8103351578947364;433
721074;post2010;USES_LESS_THAN_MODELLED;-380.0;-589.93212619455;-210.36678511179636;104.0;-26.262510968583836;2.4994631585370657;;0.7843802211269493;1.0637468558127343;421
712718;1976_1990;USES_LESS_THAN_MODELLED;-325.0;-1047.1834754461483;-121.60077252174396;1133.0;-13.324761028050702;9.24041883611535;;1.5560872281763451;1.7953076872161167;419
7211189;pre1975;INCONCLUSIVE;399.0;-1083.8658864343845;1566.2564442348544;1354.0;12.362267720723192;2.9189252057485873;;2.66632599132001;2.3729727473524944;414
811080;1976_1990;SLOPE_EXCESS;1429.0;226.3357800255421;2515.7492675858643;1635.0;41.85126357773842;14.475879252179931;9.0;3.563194225984522;2.5119227958317007;413
5831058;pre1975;INCONCLUSIVE;1043.0;-319.63170819090925;1676.5052370749215;2388.0;26.530186889841755;0.6627955158158255;;3.65983940682381;2.8924634482758624;399
760117;1976_1990;INCONCLUSIVE;903.0;-170.0515853952931;1714.7202645768803;946.0;36.777731760593554;3.2302478787504247;;2.4696785773777608;1.8056145145764797;406
468980;pre1975;SLOPE_EXCESS;1550.0;69.49962023979073;2244.4853334831455;2633.0;36.197139507070055;8.485340089635208;7.0;4.28990052098704;3.149772848764088;401
103721;2001_2010;INCONCLUSIVE;-181.0;-991.6232242433613;548.1088446911601;463.0;-12.312479598768062;8.512355348701263;;0.9465100065624314;1.0794124434486048;399
821088;1991_2000;SLOPE_EXCESS;556.0;44.87499213657113;799.7207215870257;262.0;35.52085852656965;8.305517864081391;10.0;1.5607620637840678;1.1516766354295722;399
796869;2001_2010;INCONCLUSIVE;-55.0;-461.71946826090726;169.58568625534144;353.0;-2.8134587898785077;4.719157136859864;;1.3957917895563785;1.43619864661982;394
727690;1976_1990;INCONCLUSIVE;477.0;-327.6375290751568;1514.9961749384809;1165.0;21.698509572836148;9.85964568116601;;1.9092125548161212;1.5688052068324336;317
669010;1976_1990;INCONCLUSIVE;2089.0;-300.71801141649837;2838.9612503636627;1677.0;72.37729356848475;0.021815132435226037;;3.6610761491445603;2.123873784855562;386
9889114;pre1975;INCONCLUSIVE;102.0;-1752.3022006468302;1775.5112405957896;2491.0;2.2358040041913365;11.972693455806134;;3.315023974927092;3.2425274170985996;212
7984107;pre1975;INCONCLUSIVE;786.0;-556.0846664603763;1122.101193811341;2478.0;19.362785969569952;3.3907004074498572;;2.481913437666232;2.0793025376426493;237
721077;1976_1990;INCONCLUSIVE;1005.0;-246.60488251298102;1607.1416316619366;1136.0;42.00938222469139;13.503454360549709;;2.499296874475096;1.7599519379083246;378
658466;1976_1990;USES_LESS_THAN_MODELLED;-882.0;-1491.3355040913113;-647.4626301105377;835.0;-47.76016556581125;3.7612363424850472;;0.7112163994542733;1.361444589473684;339
112120;1976_1990;INCONCLUSIVE;51.0;-795.3844678565114;150.24253022939158;1165.0;2.0180483691136115;4.284093116210042;;1.9061389083740141;1.8684330261615802;373
1159664;pre1975;INCONCLUSIVE;-655.0;-2094.9813554931043;701.0052562371903;1942.0;-19.13007392569225;-0.3955966515509715;;2.040297472202219;2.5229372292581065;364
122887;2001_2010;USES_LESS_THAN_MODELLED;-914.0;-1471.9883604692582;-572.8633508511205;456.0;-34.34699900425232;3.862347259243843;;1.2869755142886685;1.9602691343416663;370
706817;2001_2010;INCONCLUSIVE;1293.0;-54.99279436003346;2356.1118955100355;595.0;59.674302791392044;4.437080455678484;;2.546337333992309;1.5947070314244585;365
748773;1976_1990;USES_LESS_THAN_MODELLED;-1084.0;-1828.7840909638996;-924.3269401117525;1133.0;-44.48754028826881;9.289620782886137;;0.9966194565674598;1.7953076872161167;317
100119;1976_1990;INCONCLUSIVE;683.0;-1272.5416784706279;1346.3763237845847;995.0;32.18073818428441;11.094805572561379;;2.0682944582781477;1.5647472443334085;223
