household_id;schema_version;generated_utc;phys_status;phys_status_reason;phys_no_result_reason;phys_no_result_is_fixable;phys_excess_confirmed;phys_era;phys_rank_in_era;phys_n_excess_confirmed_in_era;phys_deficiency_kwh_yr;phys_deficiency_lo_kwh_yr;phys_deficiency_hi_kwh_yr;phys_deficiency_band_kwh_yr;phys_rank_on;phys_deficiency_pct_of_reference;phys_deficiency_pct_lo;phys_deficiency_pct_hi;phys_term_envelope_kwh_yr;phys_term_emitter_kwh_yr;phys_term_dhw_kwh_yr;phys_scenario_capacity_lo_kwh_yr;phys_scenario_capacity_mid_kwh_yr;phys_scenario_capacity_hi_kwh_yr;phys_scenario_never_sum_into_total;phys_context_e_as_built_kwh_yr;phys_context_e_reference_kwh_yr;phys_level_is_not_a_prediction;phys_completeness_tier;phys_jaz_derived;phys_geometry_reconciles;phys_hdd_correction_extrapolated;phys_pv_level;phys_n_meter_days;visit_status;visit_technician_recoverable_kwh;visit_slope_excess_pct;visit_fault_axis_available;visit_fault_probability;visit_named_fault;visit_advisory_night_setback_prob;visit_in_training_set;visit_rank_in_era;visit_never_sum_with_phys_deficiency;setting_fault_flag;setting_fault_name
816910;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;1991_2000;2.0;20.0;2622.0;2300.0;3146.0;846.0;phys_deficiency_lo_kwh_yr;78.9;69.2;94.6;1180.0;0.0;1442.0;77.0;155.0;232.0;True;5947.0;3324.0;True;T1;False;True;False;no PV;476.0;SLOPE_EXCESS;3896.0;114.7;True;0.035;;0.999;True;2.0;True;False;
1001228;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;35.0;35.0;211.0;106.0;348.0;242.0;phys_deficiency_lo_kwh_yr;10.8;5.4;17.9;211.0;0.0;0.0;24.0;48.0;72.0;True;2156.0;1945.0;True;T1;False;True;True;no PV;295.0;SLOPE_EXCESS;893.0;85.3;True;0.061;;0.136;True;26.0;True;False;
107461;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;61.0;62.0;645.0;149.0;1123.0;974.0;phys_deficiency_lo_kwh_yr;39.4;9.1;68.5;645.0;0.0;0.0;64.0;127.0;191.0;True;2285.0;1640.0;True;T2;False;True;False;no PV;577.0;SLOPE_EXCESS;1242.0;80.4;True;0.364;;0.45;True;21.0;True;False;
106100;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;56.0;62.0;1107.0;605.0;1800.0;1194.0;phys_deficiency_lo_kwh_yr;56.9;31.1;92.5;1107.0;0.0;0.0;0.0;0.0;0.0;True;3052.0;1945.0;True;T2;False;True;False;no PV;742.0;NO_SLOPE_EXCESS;-352.0;-15.2;True;0.655;heating curve too high;0.266;True;;True;True;heating curve too high
5845834;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;30.0;35.0;322.0;145.0;509.0;364.0;phys_deficiency_lo_kwh_yr;11.7;5.3;18.4;322.0;0.0;0.0;7.0;13.0;20.0;True;3086.0;2764.0;True;T1;False;True;False;no PV;557.0;SLOPE_EXCESS;445.0;27.7;True;0.653;heating curve too high;0.784;True;32.0;True;True;heating curve too high
1111201;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;pre1975;3.0;37.0;6290.0;5705.0;8528.0;2823.0;phys_deficiency_lo_kwh_yr;179.8;163.1;243.8;4107.0;260.0;1923.0;0.0;0.0;0.0;True;9788.0;3498.0;True;T1;False;True;False;PV;866.0;SLOPE_EXCESS;2767.0;43.3;False;;;;;4.0;True;;
8612210;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;42.0;62.0;1671.0;854.0;2580.0;1726.0;phys_deficiency_lo_kwh_yr;37.8;19.3;58.4;1671.0;0.0;0.0;76.0;152.0;228.0;True;6092.0;4421.0;True;T2;False;True;False;PV;582.0;SLOPE_EXCESS;1619.0;41.8;True;0.119;;0.981;True;15.0;True;False;
998988;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
7211010;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;21.0;37.0;3168.0;1681.0;5252.0;3572.0;phys_deficiency_lo_kwh_yr;109.0;57.8;180.7;2811.0;357.0;0.0;0.0;0.0;0.0;True;6075.0;2906.0;True;T3;True;True;False;PV;579.0;NO_SLOPE_EXCESS;-1393.0;-30.3;True;0.661;heating curve too high;0.613;True;;True;True;heating curve too high
1211151;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;16.0;37.0;3696.0;2035.0;7262.0;5226.0;phys_deficiency_lo_kwh_yr;108.8;59.9;213.7;3449.0;248.0;0.0;0.0;0.0;0.0;True;7094.0;3398.0;True;T3;True;True;False;PV;910.0;NO_SLOPE_EXCESS;-1626.0;-29.0;True;0.392;;0.643;True;;True;False;
7771161;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;pre1975;7.0;37.0;4472.0;2804.0;6981.0;4178.0;phys_deficiency_lo_kwh_yr;142.2;89.1;221.9;3963.0;509.0;0.0;100.0;201.0;301.0;True;7617.0;3145.0;True;T2;False;True;False;no PV;887.0;SLOPE_EXCESS;1862.0;28.6;True;0.999;heating limit too high;0.019;True;5.0;True;True;heating limit too high
5769106;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-84.0;-254.0;102.0;356.0;phys_deficiency_lo_kwh_yr;-2.8;-8.4;3.3;-84.0;0.0;0.0;26.0;53.0;79.0;True;2948.0;3032.0;True;T1;False;True;False;no PV;582.0;SLOPE_EXCESS;606.0;41.3;True;0.755;heating curve too high;0.845;True;8.0;True;True;heating curve too high
901187;physical_baseline_v1;2026-09-10T23:31:55Z;HIGH_EXCESS;confirmed excess over code, in the worst 25% of its era by lower bound;;;True;pre1975;5.0;37.0;4376.0;3888.0;6602.0;2714.0;phys_deficiency_lo_kwh_yr;193.5;171.9;291.9;3996.0;380.0;0.0;0.0;0.0;0.0;True;6638.0;2261.0;True;T1;False;True;False;no PV;1448.0;NO_SLOPE_EXCESS;-863.0;-14.6;False;;;;;;True;;
7411491;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;14.0;20.0;925.0;708.0;1298.0;590.0;phys_deficiency_lo_kwh_yr;29.5;22.6;41.4;925.0;0.0;0.0;;;;True;4058.0;3133.0;True;T1;False;True;False;no PV;1132.0;SLOPE_EXCESS;57.0;2.2;True;0.313;;0.282;True;17.0;True;False;
1071058;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-103.0;-382.0;98.0;481.0;phys_deficiency_lo_kwh_yr;-3.0;-11.2;2.9;-103.0;0.0;0.0;90.0;181.0;271.0;True;3303.0;3407.0;True;T1;False;True;False;no PV;1059.0;SLOPE_EXCESS;1196.0;65.5;True;0.539;heating limit too high;0.173;True;4.0;True;True;heating limit too high
1091217;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;31.0;35.0;266.0;138.0;463.0;324.0;phys_deficiency_lo_kwh_yr;8.2;4.3;14.3;266.0;0.0;0.0;0.0;0.0;0.0;True;3503.0;3237.0;True;T1;False;True;False;no PV;1038.0;SLOPE_EXCESS;1032.0;80.3;True;0.243;;0.203;False;22.0;True;False;
7069411;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;15.0;20.0;889.0;693.0;1356.0;663.0;phys_deficiency_lo_kwh_yr;28.9;22.5;44.0;889.0;0.0;0.0;37.0;75.0;112.0;True;3968.0;3079.0;True;T1;False;True;False;no PV;997.0;SLOPE_EXCESS;1875.0;75.3;True;0.163;;0.916;True;6.0;True;False;
679810;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;25.0;62.0;1440.0;1200.0;1998.0;798.0;phys_deficiency_lo_kwh_yr;54.8;45.7;76.1;1440.0;0.0;0.0;0.0;0.0;0.0;True;4065.0;2626.0;True;T2;False;False;False;no PV;1147.0;SLOPE_EXCESS;1129.0;34.0;True;0.516;heating curve too high;0.727;True;24.0;True;True;heating curve too high
721074;physical_baseline_v1;2026-09-10T23:31:55Z;INCONCLUSIVE;band straddles zero - the excess cannot be resolved at this precision;band straddles zero;False;False;post2010;;1.0;-67.0;-203.0;71.0;274.0;phys_deficiency_lo_kwh_yr;-4.4;-13.2;4.6;-67.0;0.0;0.0;29.0;57.0;86.0;True;1476.0;1543.0;True;T1;False;True;False;no PV;1101.0;SLOPE_EXCESS;29.0;2.6;False;;;;;13.0;True;;
778721;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
728210;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
712718;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;19.0;62.0;1620.0;1300.0;2275.0;975.0;phys_deficiency_lo_kwh_yr;71.2;57.2;100.0;1620.0;0.0;0.0;9.0;19.0;28.0;True;3894.0;2275.0;True;T1;False;True;False;no PV;1122.0;NO_SLOPE_EXCESS;-90.0;-2.9;True;0.94;heating limit too high;0.474;True;;True;True;heating limit too high
7211189;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;35.0;37.0;2355.0;922.0;4381.0;3459.0;phys_deficiency_lo_kwh_yr;65.8;25.8;122.5;2355.0;0.0;0.0;0.0;0.0;0.0;True;5933.0;3577.0;True;T2;False;True;False;no PV;1132.0;NO_SLOPE_EXCESS;-534.0;-13.1;False;;;;;;True;;
811080;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;26.0;62.0;1466.0;1193.0;2055.0;862.0;phys_deficiency_lo_kwh_yr;66.4;54.1;93.1;1466.0;0.0;0.0;0.0;0.0;0.0;True;3673.0;2207.0;True;T1;False;True;False;no PV;1039.0;SLOPE_EXCESS;2641.0;90.0;True;0.186;;0.34;True;9.0;True;False;
5831058;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;17.0;37.0;3227.0;2017.0;5798.0;3781.0;phys_deficiency_lo_kwh_yr;110.8;69.2;199.0;2869.0;358.0;0.0;0.0;0.0;0.0;True;6140.0;2913.0;True;T2;False;True;False;no PV;1118.0;SLOPE_EXCESS;212.0;4.5;False;;;;;13.0;True;;
760117;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;54.0;62.0;1109.0;649.0;1888.0;1239.0;phys_deficiency_lo_kwh_yr;53.7;31.4;91.4;1109.0;0.0;0.0;46.0;92.0;138.0;True;3175.0;2067.0;True;T2;False;True;False;no PV;1103.0;SLOPE_EXCESS;1007.0;41.4;False;;;;;27.0;True;;
468980;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;13.0;37.0;3858.0;2481.0;6623.0;4141.0;phys_deficiency_lo_kwh_yr;162.1;104.2;278.2;3448.0;410.0;0.0;0.0;0.0;0.0;True;6238.0;2380.0;True;T2;False;True;False;no PV;1219.0;NO_SLOPE_EXCESS;-1807.0;-32.9;True;0.606;heating curve too high;0.246;True;;True;True;heating curve too high
103721;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;33.0;35.0;264.0;125.0;450.0;326.0;phys_deficiency_lo_kwh_yr;14.8;7.0;25.3;264.0;0.0;0.0;0.0;0.0;0.0;True;2047.0;1783.0;True;T1;False;True;False;no PV;1041.0;SLOPE_EXCESS;1011.0;77.3;True;0.304;;0.549;True;23.0;True;False;
821088;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1991_2000;20.0;20.0;521.0;175.0;935.0;760.0;phys_deficiency_lo_kwh_yr;24.7;8.3;44.3;521.0;0.0;0.0;8.0;15.0;23.0;True;2633.0;2113.0;True;T2;False;True;False;no PV;1036.0;SLOPE_EXCESS;874.0;46.2;True;0.859;heating limit too high;0.507;False;12.0;True;True;heating limit too high
121887;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
796869;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;28.0;35.0;350.0;170.0;592.0;422.0;phys_deficiency_lo_kwh_yr;17.2;8.4;29.2;350.0;0.0;0.0;0.0;0.0;0.0;True;2377.0;2028.0;True;T1;False;True;False;no PV;1045.0;SLOPE_EXCESS;551.0;33.6;True;0.449;;0.773;True;30.0;True;False;
727690;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;50.0;62.0;1162.0;666.0;1870.0;1203.0;phys_deficiency_lo_kwh_yr;71.2;40.8;114.6;939.0;223.0;0.0;19.0;39.0;58.0;True;2793.0;1631.0;True;T3;True;True;False;no PV;503.0;SLOPE_EXCESS;717.0;34.9;True;0.528;heating curve too high;0.459;True;33.0;True;True;heating curve too high
669010;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;22.0;62.0;1791.0;1258.0;2839.0;1581.0;phys_deficiency_lo_kwh_yr;97.7;68.6;154.9;1311.0;0.0;481.0;73.0;145.0;218.0;True;3624.0;1833.0;True;T2;False;True;False;no PV;758.0;SLOPE_EXCESS;830.0;29.9;True;0.944;heating limit too high;0.313;True;29.0;True;True;heating limit too high
9889114;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;30.0;37.0;2940.0;1256.0;5295.0;4039.0;phys_deficiency_lo_kwh_yr;101.0;43.1;181.8;2582.0;358.0;0.0;63.0;126.0;189.0;True;5852.0;2912.0;True;T2;False;True;False;no PV;874.0;SLOPE_EXCESS;554.0;12.7;False;;;;;9.0;True;;
7984107;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;12.0;37.0;3303.0;2550.0;4509.0;1959.0;phys_deficiency_lo_kwh_yr;155.5;120.1;212.3;3125.0;179.0;0.0;0.0;0.0;0.0;True;5427.0;2124.0;True;T1;False;True;False;no PV;712.0;NO_SLOPE_EXCESS;-648.0;-13.8;True;0.218;;0.979;True;;True;False;
721077;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;43.0;62.0;1442.0;854.0;2811.0;1957.0;phys_deficiency_lo_kwh_yr;54.8;32.4;106.8;1246.0;196.0;0.0;40.0;80.0;120.0;True;4074.0;2631.0;True;T3;True;True;False;no PV;1140.0;SLOPE_EXCESS;1227.0;41.4;True;0.618;heating curve too high;0.417;True;22.0;True;True;heating curve too high
658466;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;41.0;62.0;1070.0;861.0;1503.0;642.0;phys_deficiency_lo_kwh_yr;59.9;48.2;84.2;1070.0;0.0;0.0;0.0;0.0;0.0;True;2856.0;1786.0;True;T1;False;True;False;no PV;962.0;NO_SLOPE_EXCESS;-741.0;-35.0;False;;;;;;True;;
461158;physical_baseline_v1;2026-09-10T23:31:55Z;INCOMPLETE_AUDIT;never computed - required building data missing, see phys_no_result_reason;insufficient usable meter days;True;;;;;;;;;phys_deficiency_lo_kwh_yr;;;;;;;;;;True;;;True;;;;False;Unknown;;NOT_ASSESSABLE;;;False;;;;;;True;;
112120;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;1976_1990;29.0;62.0;1325.0;1100.0;1816.0;715.0;phys_deficiency_lo_kwh_yr;66.6;55.3;91.2;1325.0;0.0;0.0;0.0;0.0;0.0;True;3316.0;1991.0;True;T1;False;True;False;no PV;1284.0;NO_SLOPE_EXCESS;-466.0;-18.1;True;0.635;heating limit too high;0.32;True;;True;True;heating limit too high
1159664;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;pre1975;29.0;37.0;2765.0;1273.0;4862.0;3589.0;phys_deficiency_lo_kwh_yr;97.2;44.8;171.0;2424.0;341.0;0.0;0.0;0.0;0.0;True;5608.0;2843.0;True;T2;False;True;False;no PV;454.0;NO_SLOPE_EXCESS;-1689.0;-40.9;True;0.478;;0.332;True;;True;False;
122887;physical_baseline_v1;2026-09-10T23:31:55Z;EXCESS_CONFIRMED;confirmed excess over code, ranked below the action cut for its era;;;True;2001_2010;23.0;35.0;488.0;250.0;900.0;651.0;phys_deficiency_lo_kwh_yr;15.9;8.1;29.4;488.0;0.0;0.0;15.0;29.0;44.0;True;3554.0;3066.0;True;T1;False;True;False;no PV;1099.0;NO_SLOPE_EXCESS;-236.0;-9.7;False;;;;;;True;;
