Household_ID;era;era_raw;tier;area_m2;E_as_built;E_as_built_lo;E_as_built_hi;E_reference;E_reference_lo;E_reference_hi;deficiency;deficiency_lo;deficiency_hi;term_envelope;term_envelope_lo;term_envelope_hi;term_emitter;term_emitter_lo;term_emitter_hi;term_dhw;term_dhw_lo;term_dhw_hi;H_as_built;H_as_built_lo;H_as_built_hi;design_kw;design_kw_lo;design_kw_hi;huellzahl;huellzahl_lo;huellzahl_hi;band_abs;band_rel;decisive;def_pct_of_ref
5661171;2001_2010;2000 - 10;T1;250.0;2651.252008917615;2440.227024474148;2908.3279598947242;2568.8789897266347;2361.5051248923733;2817.2168741771975;82.37301919098036;10.853079981037038;162.78665339998722;82.37301919098039;43.437914602157385;127.46675684414781;0.0;-57.608356606783445;61.88447481553648;0.0;0.0;0.0;155.2970789838548;150.19710044594655;162.54475796539194;4.658912369515644;4.505913013378397;4.876342738961759;0.333220789838548;0.3160459982686932;0.3743018418341004;151.93357341895017;1.8444579901423175;True;3.2065745222100173
110119;2001_2010;2000 - 10;T1;130.0;3056.5263218344753;2879.5617021864377;3355.191487042095;1814.8178841902013;1704.6220484424364;1988.8862671005388;1241.708437644274;1042.0879913056526;1469.3983766513072;280.3301767747091;149.94168265618208;446.3262083775866;0.0;-47.241779337509556;47.99250850200306;961.3782608695652;835.8473940988893;1090.8227185073738;172.08490694529945;159.9760123524491;196.73175910815942;5.162547208358984;4.799280370573473;5.9019527732447825;2.0895751335634514;1.9967883195184413;2.4280937946337104;427.3103853456546;0.3441310152940033;True;68.42055329415837
102766;2001_2010;2000 - 10;T1;216.0;3955.9509269052287;3727.0825878662235;4473.75590448778;2590.4750786327836;2446.4426400962875;2923.6112841567874;1365.475848272445;1109.1172374338853;1714.11445329869;404.09758740288004;234.94895109307896;697.4543426083413;0.0;-103.48941504491545;108.62746856156274;961.3782608695652;828.1485737988346;1088.9303707773192;232.7260147700684;218.0573859156977;277.8476241086979;6.981780443102052;6.5417215774709305;8.335428723260938;1.4738381339128284;1.3677755244408207;1.8883117851381601;604.9972158648047;0.44306694741633634;True;52.71140647271249
105900;2001_2010;2000 - 10;T1;240.0;8215.120915188447;7680.416582761264;9107.935495868041;5049.433059324262;4762.875513990021;5594.066147990206;3165.6878558641847;2691.2142638455116;3838.4833593114536;762.242203690273;415.21244164662306;1216.5154414186222;0.0;-143.27247656971346;147.3492351649904;2403.445652173913;2053.2924946618064;2751.811466321154;283.7424579368927;264.642155458997;327.14396070642795;8.512273738106781;7.939264663769911;9.81431882119284;1.7359006035092992;1.6578645043693012;2.0367660048799348;1147.269095465942;0.3624075233256865;True;62.69392659871861
826780;pre1975;< 1975;T3;150.0;5387.551452990067;3931.1888218687254;7829.595690520526;2768.927563967095;2549.539460029348;3087.02653496535;2618.6238890229724;1124.8336194884441;5029.68582294609;2296.1528675964155;854.3086853981423;4432.530677822598;322.47102142655643;101.62604803975778;646.2574808695347;0.0;0.0;0.0;372.74648721743876;243.18715670680146;544.9408465912052;11.182394616523164;7.295614701204043;16.348225397736158;1.9970765814495917;1.9182839013675101;2.3253459577822477;3904.8522034576463;1.4911848241461567;True;94.5717729528186
698310;pre1975;< 1975;T2;200.0;6278.454595087834;4618.9882872970165;8261.124016674477;3542.3502489067187;3280.209029339473;3903.001219942648;2736.104346181115;1059.7743987758201;4648.422637518264;2517.5822944287756;864.1694833364222;4400.9782195497455;218.52205175233965;133.24349735307754;320.6156785843457;0.0;0.0;0.0;438.54932083424063;282.5655220576844;636.345670750201;13.156479625027218;8.476965661730532;19.090370122506034;1.7048466041712032;1.6293216125279106;1.9467831728923968;3588.648238742444;1.3115904164076406;True;77.23980278419853
24611;pre1975;< 1975;T2;160.0;4607.870352337346;3532.835602555025;6188.589912422309;1672.0540329600724;1593.4056380325992;1874.9258676063982;2935.8163193772734;1832.9311415443137;4455.993337694957;2610.2430285285595;1512.4148421387777;4106.695998833279;325.57329084871384;263.22211397743104;424.9463116548681;0.0;0.0;0.0;422.5799005815801;317.8996148602244;576.8901256937543;12.677397017447403;9.536988445806731;17.30670377081263;1.9574767078498865;1.8838088033586187;2.2779979591213384;2623.062196150643;0.893469451354174;True;175.58142628799717
6683113;pre1975;< 1975;T2;160.0;5355.123485612981;4290.330848269965;6903.315242191676;2670.0916366119836;2478.6215415248;3009.2874798001408;2685.0318490009977;1648.3487453835996;4090.0173036178344;2387.2698094132197;1375.6302340058137;3773.030293976478;297.7620395877785;234.3277631764391;386.1136985356727;0.0;0.0;0.0;422.5799005815801;311.93211278807667;584.5951259606204;12.677397017447403;9.3579633836423;17.53785377881861;1.9574767078498865;1.8800421007246877;2.2895602090309946;2441.6685582342348;0.9093629780006858;True;100.5595393125897
896968;1976_1990;1976 - 80;T2;200.0;3602.2276713933657;3100.6289865307886;4369.031957205622;2302.3950003183263;2181.259816790471;2535.088003064663;1299.8326710750393;732.4505691655019;2045.774822507597;1299.8326710750387;740.7409572467169;2009.0265845544448;0.0;-69.1359103679631;75.72869393789469;0.0;0.0;0.0;371.6598978433269;306.9075205727743;470.5763810881305;11.149796935299808;9.207225617183228;14.117291432643915;1.957713556023764;1.8775262020113903;2.290953437282674;1313.3242533420953;1.0103794761951148;True;56.455676410664815
9981041;2001_2010;2000 - 10;T1;410.0;4221.311299302901;3961.34100214223;4838.889321362981;3602.1976319743308;3421.1240820891976;4021.6620201923156;619.11366732857;294.0357327755141;1074.1487195855711;619.1136673285705;343.93782206133733;1046.9526691988133;0.0;-155.69560444179;160.11005624405325;0.0;0.0;0.0;437.67030138956227;410.32049807477443;509.85235259065416;13.130109041686868;12.309614942243233;15.295570577719626;1.4489713499363552;1.3808127898333384;1.7884342466230112;780.112986810057;1.2600480783701435;True;17.187109941806263
111710;1991_2000;1991 - 95;T1;290.0;6518.325127674878;6156.13984361328;7668.106566582451;4566.205320002988;4304.762290171391;5194.955320459664;1952.1198076718902;1548.7282933835675;2787.069532074854;1952.119807671891;1607.504789308567;2743.6597234913843;0.0;-187.6473579760106;197.00451543253632;0.0;0.0;0.0;481.8955550136028;453.8343772463752;580.7461803844383;14.456866650408084;13.615031317391256;17.42238541153315;2.1341978370758796;2.063864445026736;2.6250701197502657;1238.3412386912867;0.63435719151282;True;42.751468032335715
